面料不错	实穿感受 宝贝收到 试穿了一下 尺码合适 穿上舒适度很不错 打球运动相当好的选择 而且容易清洗 洗完澡 不用放洗衣机 直接搓揉两下就干净了 面料也不错 李宁也是一个大牌子 哈哈 不错的购物体验 收藏了 下次还可以选择这家
大牌子	实穿感受 宝贝收到 试穿了一下 尺码合适 穿上舒适度很不错 打球运动相当好的选择 而且容易清洗 洗完澡 不用放洗衣机 直接搓揉两下就干净了 面料也不错 李宁也是一个大牌子 哈哈 不错的购物体验 收藏了 下次还可以选择这家
不错购物	实穿感受 宝贝收到 试穿了一下 尺码合适 穿上舒适度很不错 打球运动相当好的选择 而且容易清洗 洗完澡 不用放洗衣机 直接搓揉两下就干净了 面料也不错 李宁也是一个大牌子 哈哈 不错的购物体验 收藏了 下次还可以选择这家
体验 	实穿感受 宝贝收到 试穿了一下 尺码合适 穿上舒适度很不错 打球运动相当好的选择 而且容易清洗 洗完澡 不用放洗衣机 直接搓揉两下就干净了 面料也不错 李宁也是一个大牌子 哈哈 不错的购物体验 收藏了 下次还可以选择这家
东西挺好 穿	东西挺好的 穿的挺舒服的
质量不错	衣服很合身 质量也不错 值得购买
质量一般	质量一般吧 保暖衣做工还可以 面料还行吧 不晓得是不是棉的 很薄 冬天外面穿羽绒服还是有点冷
面料还行 	质量一般吧 保暖衣做工还可以 面料还行吧 不晓得是不是棉的 很薄 冬天外面穿羽绒服还是有点冷
有点冷	质量一般吧 保暖衣做工还可以 面料还行吧 不晓得是不是棉的 很薄 冬天外面穿羽绒服还是有点冷
不像真的 而且衣服	不像真的 而且衣服偏长
质量一般	质量一般 洗一次都缩水
保暖内衣	这个保暖内衣套装质量很好 厚度也可以 试了下上身大小正好 穿的好会回购
质量很好	这个保暖内衣套装质量很好 厚度也可以 试了下上身大小正好 穿的好会回购
厚度 	这个保暖内衣套装质量很好 厚度也可以 试了下上身大小正好 穿的好会回购
掉颜色 不是很	掉颜色 不是很好
有弹力	保暖裤很厚实 保暖效果很好 材质柔软亲肤 光滑细腻有弹力 身高 体重
速度很快 	发货速度很快 隔天就收到了 然后快递单上还把姓名隐藏了^这个应该是全棉的吧 穿起来会舒服一些 希望扎实不容易坏 我还想穿个三五年的来着
是全棉	发货速度很快 隔天就收到了 然后快递单上还把姓名隐藏了^这个应该是全棉的吧 穿起来会舒服一些 希望扎实不容易坏 我还想穿个三五年的来着
透气 	李宁运动服果然不愧为国内运动服装装业的老大 做工精细 材料虽然说聚酯纤维 但是非常轻薄 透气 还比较吸汗 穿上去非常舒服 看着也很好 很精神 骑车散步 打球都适合 不错
码数偏	洗的时候掉颜色 码数偏小 斤 穿这个码有点紧
有点紧	洗的时候掉颜色 码数偏小 斤 穿这个码有点紧
客服备注	换了一次 号还是原来的号当时客服说备注就行 换过来了四条 还是原来的尺码 尺码太小穿都穿不成 商品包装盒特别破 都是别人拆过的
包装盒特别破	换了一次 号还是原来的号当时客服说备注就行 换过来了四条 还是原来的尺码 尺码太小穿都穿不成 商品包装盒特别破 都是别人拆过的
休闲款式	这款短袖恤很休闲款式新颖时尚百搭质量也很好很耐穿不起球又好看
新颖时尚	这款短袖恤很休闲款式新颖时尚百搭质量也很好很耐穿不起球又好看
搭质量	这款短袖恤很休闲款式新颖时尚百搭质量也很好很耐穿不起球又好看
起球好看	这款短袖恤很休闲款式新颖时尚百搭质量也很好很耐穿不起球又好看
很薄 偷工减料腋窝	很薄 偷工减料腋窝那里胖点的根本穿不了
这种款式腰部松紧带太宽	这种款式腰部松紧带太宽 穿起来不舒服 哎
全都是	穿的身上全都是衣服上的毛
看着实体店	一般 偏薄 看着和实体店的有差别
质量有	质量有问题 用一天开线了
型号偏	型号偏小 我一直买的都合适 这次小了点
大点舒服	本来说买个大点的舒服 的也就跟其他的一样大 舍不得用料做大点就别写能有的号 这就是虚假宣传 才刚过去好吧 大家别被骗了
舍不得用料	本来说买个大点的舒服 的也就跟其他的一样大 舍不得用料做大点就别写能有的号 这就是虚假宣传 才刚过去好吧 大家别被骗了
做大点	本来说买个大点的舒服 的也就跟其他的一样大 舍不得用料做大点就别写能有的号 这就是虚假宣传 才刚过去好吧 大家别被骗了
差评 完全不符主图	差评 完全不符主图
几套颜色不同 老公	买了几套颜色不同的 老公可以换洗着穿 价格实惠 穿着保暖效果还可以 主要还是挺挺舒适的 他还要这个牌子的
码数偏	码数偏小 买的穿起来和七匹狼的差不多
质量差	质量差 面料贴身不舒服 还掉绒
面料贴身	质量差 面料贴身不舒服 还掉绒
保暖效果一般很	保暖效果一般的很
面料很薄	这款李宁牌速干短袖 收到货 试穿了几天 做工精细 面料很薄 非常凉爽 大品牌 推荐了朋友购买
差评 	不吹不黑 第一次给差评 购物体验非常差劲 客服也很拽 不过你很拽 哥不爱 因为刚好有加大码的 很着急需要就下单了 而且看到介绍里说度紫外杀菌 密封覆膜 感觉应该很干净卫生 收到货之后就洗了 但是看到外包装盒子 黑乎乎一块 手指擦一下也擦不掉 也不是灰尘 不清楚这块脏污具体是什么 客服给出的回答是可能是仓库原因 没有看到所谓的密封覆膜 运过来就是一个袋子装着 怀疑是否是别人退换 客服解释为批次问题 但在我发出这个评价的截止时间里 详情介绍没有提到不同批次可能会存在覆膜或者不覆膜这个情况 客服讲如果您这边实在介意补偿两元 说实话 不是很需要 可以自己留着算了 我只会如实评价产品 脏污 无密封 体验太糟糕了 各位按需购买
客服很拽	不吹不黑 第一次给差评 购物体验非常差劲 客服也很拽 不过你很拽 哥不爱 因为刚好有加大码的 很着急需要就下单了 而且看到介绍里说度紫外杀菌 密封覆膜 感觉应该很干净卫生 收到货之后就洗了 但是看到外包装盒子 黑乎乎一块 手指擦一下也擦不掉 也不是灰尘 不清楚这块脏污具体是什么 客服给出的回答是可能是仓库原因 没有看到所谓的密封覆膜 运过来就是一个袋子装着 怀疑是否是别人退换 客服解释为批次问题 但在我发出这个评价的截止时间里 详情介绍没有提到不同批次可能会存在覆膜或者不覆膜这个情况 客服讲如果您这边实在介意补偿两元 说实话 不是很需要 可以自己留着算了 我只会如实评价产品 脏污 无密封 体验太糟糕了 各位按需购买
下单 	不吹不黑 第一次给差评 购物体验非常差劲 客服也很拽 不过你很拽 哥不爱 因为刚好有加大码的 很着急需要就下单了 而且看到介绍里说度紫外杀菌 密封覆膜 感觉应该很干净卫生 收到货之后就洗了 但是看到外包装盒子 黑乎乎一块 手指擦一下也擦不掉 也不是灰尘 不清楚这块脏污具体是什么 客服给出的回答是可能是仓库原因 没有看到所谓的密封覆膜 运过来就是一个袋子装着 怀疑是否是别人退换 客服解释为批次问题 但在我发出这个评价的截止时间里 详情介绍没有提到不同批次可能会存在覆膜或者不覆膜这个情况 客服讲如果您这边实在介意补偿两元 说实话 不是很需要 可以自己留着算了 我只会如实评价产品 脏污 无密封 体验太糟糕了 各位按需购买
看到外包装	不吹不黑 第一次给差评 购物体验非常差劲 客服也很拽 不过你很拽 哥不爱 因为刚好有加大码的 很着急需要就下单了 而且看到介绍里说度紫外杀菌 密封覆膜 感觉应该很干净卫生 收到货之后就洗了 但是看到外包装盒子 黑乎乎一块 手指擦一下也擦不掉 也不是灰尘 不清楚这块脏污具体是什么 客服给出的回答是可能是仓库原因 没有看到所谓的密封覆膜 运过来就是一个袋子装着 怀疑是否是别人退换 客服解释为批次问题 但在我发出这个评价的截止时间里 详情介绍没有提到不同批次可能会存在覆膜或者不覆膜这个情况 客服讲如果您这边实在介意补偿两元 说实话 不是很需要 可以自己留着算了 我只会如实评价产品 脏污 无密封 体验太糟糕了 各位按需购买
盒子 	不吹不黑 第一次给差评 购物体验非常差劲 客服也很拽 不过你很拽 哥不爱 因为刚好有加大码的 很着急需要就下单了 而且看到介绍里说度紫外杀菌 密封覆膜 感觉应该很干净卫生 收到货之后就洗了 但是看到外包装盒子 黑乎乎一块 手指擦一下也擦不掉 也不是灰尘 不清楚这块脏污具体是什么 客服给出的回答是可能是仓库原因 没有看到所谓的密封覆膜 运过来就是一个袋子装着 怀疑是否是别人退换 客服解释为批次问题 但在我发出这个评价的截止时间里 详情介绍没有提到不同批次可能会存在覆膜或者不覆膜这个情况 客服讲如果您这边实在介意补偿两元 说实话 不是很需要 可以自己留着算了 我只会如实评价产品 脏污 无密封 体验太糟糕了 各位按需购买
客服给出	不吹不黑 第一次给差评 购物体验非常差劲 客服也很拽 不过你很拽 哥不爱 因为刚好有加大码的 很着急需要就下单了 而且看到介绍里说度紫外杀菌 密封覆膜 感觉应该很干净卫生 收到货之后就洗了 但是看到外包装盒子 黑乎乎一块 手指擦一下也擦不掉 也不是灰尘 不清楚这块脏污具体是什么 客服给出的回答是可能是仓库原因 没有看到所谓的密封覆膜 运过来就是一个袋子装着 怀疑是否是别人退换 客服解释为批次问题 但在我发出这个评价的截止时间里 详情介绍没有提到不同批次可能会存在覆膜或者不覆膜这个情况 客服讲如果您这边实在介意补偿两元 说实话 不是很需要 可以自己留着算了 我只会如实评价产品 脏污 无密封 体验太糟糕了 各位按需购买
袋子装	不吹不黑 第一次给差评 购物体验非常差劲 客服也很拽 不过你很拽 哥不爱 因为刚好有加大码的 很着急需要就下单了 而且看到介绍里说度紫外杀菌 密封覆膜 感觉应该很干净卫生 收到货之后就洗了 但是看到外包装盒子 黑乎乎一块 手指擦一下也擦不掉 也不是灰尘 不清楚这块脏污具体是什么 客服给出的回答是可能是仓库原因 没有看到所谓的密封覆膜 运过来就是一个袋子装着 怀疑是否是别人退换 客服解释为批次问题 但在我发出这个评价的截止时间里 详情介绍没有提到不同批次可能会存在覆膜或者不覆膜这个情况 客服讲如果您这边实在介意补偿两元 说实话 不是很需要 可以自己留着算了 我只会如实评价产品 脏污 无密封 体验太糟糕了 各位按需购买
截止时间	不吹不黑 第一次给差评 购物体验非常差劲 客服也很拽 不过你很拽 哥不爱 因为刚好有加大码的 很着急需要就下单了 而且看到介绍里说度紫外杀菌 密封覆膜 感觉应该很干净卫生 收到货之后就洗了 但是看到外包装盒子 黑乎乎一块 手指擦一下也擦不掉 也不是灰尘 不清楚这块脏污具体是什么 客服给出的回答是可能是仓库原因 没有看到所谓的密封覆膜 运过来就是一个袋子装着 怀疑是否是别人退换 客服解释为批次问题 但在我发出这个评价的截止时间里 详情介绍没有提到不同批次可能会存在覆膜或者不覆膜这个情况 客服讲如果您这边实在介意补偿两元 说实话 不是很需要 可以自己留着算了 我只会如实评价产品 脏污 无密封 体验太糟糕了 各位按需购买
客服讲	不吹不黑 第一次给差评 购物体验非常差劲 客服也很拽 不过你很拽 哥不爱 因为刚好有加大码的 很着急需要就下单了 而且看到介绍里说度紫外杀菌 密封覆膜 感觉应该很干净卫生 收到货之后就洗了 但是看到外包装盒子 黑乎乎一块 手指擦一下也擦不掉 也不是灰尘 不清楚这块脏污具体是什么 客服给出的回答是可能是仓库原因 没有看到所谓的密封覆膜 运过来就是一个袋子装着 怀疑是否是别人退换 客服解释为批次问题 但在我发出这个评价的截止时间里 详情介绍没有提到不同批次可能会存在覆膜或者不覆膜这个情况 客服讲如果您这边实在介意补偿两元 说实话 不是很需要 可以自己留着算了 我只会如实评价产品 脏污 无密封 体验太糟糕了 各位按需购买
产品 	不吹不黑 第一次给差评 购物体验非常差劲 客服也很拽 不过你很拽 哥不爱 因为刚好有加大码的 很着急需要就下单了 而且看到介绍里说度紫外杀菌 密封覆膜 感觉应该很干净卫生 收到货之后就洗了 但是看到外包装盒子 黑乎乎一块 手指擦一下也擦不掉 也不是灰尘 不清楚这块脏污具体是什么 客服给出的回答是可能是仓库原因 没有看到所谓的密封覆膜 运过来就是一个袋子装着 怀疑是否是别人退换 客服解释为批次问题 但在我发出这个评价的截止时间里 详情介绍没有提到不同批次可能会存在覆膜或者不覆膜这个情况 客服讲如果您这边实在介意补偿两元 说实话 不是很需要 可以自己留着算了 我只会如实评价产品 脏污 无密封 体验太糟糕了 各位按需购买
体验太糟糕	不吹不黑 第一次给差评 购物体验非常差劲 客服也很拽 不过你很拽 哥不爱 因为刚好有加大码的 很着急需要就下单了 而且看到介绍里说度紫外杀菌 密封覆膜 感觉应该很干净卫生 收到货之后就洗了 但是看到外包装盒子 黑乎乎一块 手指擦一下也擦不掉 也不是灰尘 不清楚这块脏污具体是什么 客服给出的回答是可能是仓库原因 没有看到所谓的密封覆膜 运过来就是一个袋子装着 怀疑是否是别人退换 客服解释为批次问题 但在我发出这个评价的截止时间里 详情介绍没有提到不同批次可能会存在覆膜或者不覆膜这个情况 客服讲如果您这边实在介意补偿两元 说实话 不是很需要 可以自己留着算了 我只会如实评价产品 脏污 无密封 体验太糟糕了 各位按需购买
要买下单	东西比我想象中的还要完美 十分给力 值得入手跟描述的是一样的 很显高档 物美价廉 要买的朋友可以下单噢
质量很好	质量很好没有脱线或起球衣服质量可以这个价格还是比较划算的贴身穿很舒服 价格实惠 两套的价格在实体店只能买一套的 值得推荐购买 以后保暖内衣就认准你家了
保暖内衣	质量很好没有脱线或起球衣服质量可以这个价格还是比较划算的贴身穿很舒服 价格实惠 两套的价格在实体店只能买一套的 值得推荐购买 以后保暖内衣就认准你家了
收到商品	付过钱 没有收到商品 也不给解决 希望大家慎重
希望大家	付过钱 没有收到商品 也不给解决 希望大家慎重
物流 	这一颗星也不想给 垃圾物流 这次购物算是踩到狗屎了
购物算是	这一颗星也不想给 垃圾物流 这次购物算是踩到狗屎了
已经几次 不错	已经买了几次了 不错
产品不错	产品不错 物流快 服务好
物流快	产品不错 物流快 服务好
质量太差	质量太差 起毛掉球 太对不起这价格
提升空间	质量和材质有一定的提升空间
排汗保暖性	穿着不错啊 稍稍紧身不影响运动 速干排汗和保暖性能都不错 非常值得
超级喜欢 大小合适	超级喜欢 大小合适 穿着舒服
外观设计漂亮	外观设计漂亮 尺寸大小合适 包装仔细完整 宝贝手感不错 感觉很好 发货速度快 服务态度一流 给力 星好评
手感不错	外观设计漂亮 尺寸大小合适 包装仔细完整 宝贝手感不错 感觉很好 发货速度快 服务态度一流 给力 星好评
速度快	外观设计漂亮 尺寸大小合适 包装仔细完整 宝贝手感不错 感觉很好 发货速度快 服务态度一流 给力 星好评
一流 	外观设计漂亮 尺寸大小合适 包装仔细完整 宝贝手感不错 感觉很好 发货速度快 服务态度一流 给力 星好评
生气中 一个码	生气中 买一个码 却一长一短 必须差评
手感行 	还没穿 不过手感还行 这牌子也是老牌子了 值得信赖 价格还便宜 超市都没这个价
牌子是	还没穿 不过手感还行 这牌子也是老牌子了 值得信赖 价格还便宜 超市都没这个价
老牌子 	还没穿 不过手感还行 这牌子也是老牌子了 值得信赖 价格还便宜 超市都没这个价
价格便宜	还没穿 不过手感还行 这牌子也是老牌子了 值得信赖 价格还便宜 超市都没这个价
质量不错	保暖裤质量不错 做工精细 面料柔软舒适 穿上很舒服 非常满意
面料柔软	保暖裤质量不错 做工精细 面料柔软舒适 穿上很舒服 非常满意
不起静电	宝贝以收到 穿着特别的舒服 也不粘身也不起静电 真的是物超所值
产品质量太差	产品质量太差 太次 穿几天就卷
做工细节	尺码大小 尺码大小正合适 本人 穿上正好做工细节 做工细节也不错吧 没有乱七八糟的线材质手感 材质手感很不错保暖效果 保暖效果也很好
做工细节	尺码大小 尺码大小正合适 本人 穿上正好做工细节 做工细节也不错吧 没有乱七八糟的线材质手感 材质手感很不错保暖效果 保暖效果也很好
手感 	尺码大小 尺码大小正合适 本人 穿上正好做工细节 做工细节也不错吧 没有乱七八糟的线材质手感 材质手感很不错保暖效果 保暖效果也很好
手感很不错	尺码大小 尺码大小正合适 本人 穿上正好做工细节 做工细节也不错吧 没有乱七八糟的线材质手感 材质手感很不错保暖效果 保暖效果也很好
一如既往支持李宁  	一如既往支持李宁 一下买三件 都很合适 家人也都很喜欢
总体不错	衣服总体还不错 我的身高斤左右的体重穿着正好 长度也非常合适宽松度也正好
体重穿着	衣服总体还不错 我的身高斤左右的体重穿着正好 长度也非常合适宽松度也正好
三条 就发一条	买了三条 就发了一条 还没有包装 细品
结实 	做工不错 它包装很结实 面料非常柔软也不错
面料非常柔软	做工不错 它包装很结实 面料非常柔软也不错
是正品	衣服已收到 是正品 快递小哥很热情
快递小哥	衣服已收到 是正品 快递小哥很热情
家人反馈	家人反馈非常的薄
质量是	质量是真心不错 回购了几次 值得推荐给大家购买的商品 京东自营值得信赖 商品购物体验很好省心省力的京东商城 值得购买的商品
大家购买	质量是真心不错 回购了几次 值得推荐给大家购买的商品 京东自营值得信赖 商品购物体验很好省心省力的京东商城 值得购买的商品
商品 	质量是真心不错 回购了几次 值得推荐给大家购买的商品 京东自营值得信赖 商品购物体验很好省心省力的京东商城 值得购买的商品
体验很好	质量是真心不错 回购了几次 值得推荐给大家购买的商品 京东自营值得信赖 商品购物体验很好省心省力的京东商城 值得购买的商品
购买商品	质量是真心不错 回购了几次 值得推荐给大家购买的商品 京东自营值得信赖 商品购物体验很好省心省力的京东商城 值得购买的商品
款式真心不错	穿起来特别的不错呢 款式真心不错 穿着很舒服吧 质量很好
质量很好	穿起来特别的不错呢 款式真心不错 穿着很舒服吧 质量很好
真假起丝差劲	真假还起丝差劲
一分货 	买一送一果然不能图便宜 一分价钱一分货 两件衣服竟然不是在一块发的 发了两次 也不知道怎么回事 衣服买回来觉得有点大 但是洗了一次感觉越来越大 不怎么有弹性 而且领口非常大 感觉女的穿都能都露肩了
觉得有点	买一送一果然不能图便宜 一分价钱一分货 两件衣服竟然不是在一块发的 发了两次 也不知道怎么回事 衣服买回来觉得有点大 但是洗了一次感觉越来越大 不怎么有弹性 而且领口非常大 感觉女的穿都能都露肩了
有弹性	买一送一果然不能图便宜 一分价钱一分货 两件衣服竟然不是在一块发的 发了两次 也不知道怎么回事 衣服买回来觉得有点大 但是洗了一次感觉越来越大 不怎么有弹性 而且领口非常大 感觉女的穿都能都露肩了
领口非常大	买一送一果然不能图便宜 一分价钱一分货 两件衣服竟然不是在一块发的 发了两次 也不知道怎么回事 衣服买回来觉得有点大 但是洗了一次感觉越来越大 不怎么有弹性 而且领口非常大 感觉女的穿都能都露肩了
速度很快包装	发货速度很快包装精美 设计风格非常精致时尚 高端大气上档次 质量真的很好 穿了一阵感觉舒适透气保暖哦 非常满意五星好评 推荐这家店给大家 还会回购的
风格非常精致	发货速度很快包装精美 设计风格非常精致时尚 高端大气上档次 质量真的很好 穿了一阵感觉舒适透气保暖哦 非常满意五星好评 推荐这家店给大家 还会回购的
时尚 	发货速度很快包装精美 设计风格非常精致时尚 高端大气上档次 质量真的很好 穿了一阵感觉舒适透气保暖哦 非常满意五星好评 推荐这家店给大家 还会回购的
舒适透气	发货速度很快包装精美 设计风格非常精致时尚 高端大气上档次 质量真的很好 穿了一阵感觉舒适透气保暖哦 非常满意五星好评 推荐这家店给大家 还会回购的
大家 	发货速度很快包装精美 设计风格非常精致时尚 高端大气上档次 质量真的很好 穿了一阵感觉舒适透气保暖哦 非常满意五星好评 推荐这家店给大家 还会回购的
国产品牌支持	穿起来 还是很舒适的 国产品牌支持下吧
价格不贵	这款衣服很不错 很凉快 穿起来也很舒服 价格不贵 很划算的
接到电话	购买了两件 一件上月号收到 黑色的一件没有接到电话 就返回商家 至今也未有退款 堪忧 差评差评
返回商家	购买了两件 一件上月号收到 黑色的一件没有接到电话 就返回商家 至今也未有退款 堪忧 差评差评
差评差	购买了两件 一件上月号收到 黑色的一件没有接到电话 就返回商家 至今也未有退款 堪忧 差评差评
太薄 没法过冬	太薄了 没法过冬
多次购买 大品牌	多次购买了 大品牌 值得拥有 穿着清爽舒适 赞一个
干面料	运动套装收到了速干面料的穿着挺舒服的洗了也不掉色质量很不错
掉色质量	运动套装收到了速干面料的穿着挺舒服的洗了也不掉色质量很不错
面料摸	面料摸着非常舒服 做工精细 非常满意的一次购物
是质感	这个衣服在穿着上还是挺好的 虽然是质感不是很好 但毕竟这个价格 你还要什么自行车能 以上是我对这件衣服的初始穿着体验
价格 	这个衣服在穿着上还是挺好的 虽然是质感不是很好 但毕竟这个价格 你还要什么自行车能 以上是我对这件衣服的初始穿着体验
穿着体验	这个衣服在穿着上还是挺好的 虽然是质感不是很好 但毕竟这个价格 你还要什么自行车能 以上是我对这件衣服的初始穿着体验
面料 	给老公买的 他说穿上很轻 又凉爽 好洗 是速干面料 价格还很优惠哦
做工细节	尺码大小 大小很合适做工细节 细致 不像地摊货材质手感 贴身很舒服保暖效果 不错 最近几天就开始穿了厚薄程度 比较厚透气效果 透气这款最大的有点就是宽松 不勒腿 保暖效果也好 最讨厌那种紧绷绷的 穿一天会很难受
像地摊货	尺码大小 大小很合适做工细节 细致 不像地摊货材质手感 贴身很舒服保暖效果 不错 最近几天就开始穿了厚薄程度 比较厚透气效果 透气这款最大的有点就是宽松 不勒腿 保暖效果也好 最讨厌那种紧绷绷的 穿一天会很难受
手感 	尺码大小 大小很合适做工细节 细致 不像地摊货材质手感 贴身很舒服保暖效果 不错 最近几天就开始穿了厚薄程度 比较厚透气效果 透气这款最大的有点就是宽松 不勒腿 保暖效果也好 最讨厌那种紧绷绷的 穿一天会很难受
厚薄程度	尺码大小 大小很合适做工细节 细致 不像地摊货材质手感 贴身很舒服保暖效果 不错 最近几天就开始穿了厚薄程度 比较厚透气效果 透气这款最大的有点就是宽松 不勒腿 保暖效果也好 最讨厌那种紧绷绷的 穿一天会很难受
厚透气	尺码大小 大小很合适做工细节 细致 不像地摊货材质手感 贴身很舒服保暖效果 不错 最近几天就开始穿了厚薄程度 比较厚透气效果 透气这款最大的有点就是宽松 不勒腿 保暖效果也好 最讨厌那种紧绷绷的 穿一天会很难受
最大有点	尺码大小 大小很合适做工细节 细致 不像地摊货材质手感 贴身很舒服保暖效果 不错 最近几天就开始穿了厚薄程度 比较厚透气效果 透气这款最大的有点就是宽松 不勒腿 保暖效果也好 最讨厌那种紧绷绷的 穿一天会很难受
质量非常好	尺寸刚刚好 质量也非常好 可以放心购买 值得推荐
一般般 不退货 	一般般 不退货了 将就着穿
到货时间	短裤连个口袋都没有 到货时间明明应该是月日晚上点之前送到 结果号才送到
有点厉害	起球和掉毛还是有点厉害 比我想的差很多
偏爱国产品牌	儿子很爱好运动 又还偏爱国产品牌 于是果断选择下单 试用后 尺码合身 款式也算养眼 感觉很轻盈 很透气 出了汗又不会沾身 应该说是一次很好的购物体验
选择下单	儿子很爱好运动 又还偏爱国产品牌 于是果断选择下单 试用后 尺码合身 款式也算养眼 感觉很轻盈 很透气 出了汗又不会沾身 应该说是一次很好的购物体验
款式算	儿子很爱好运动 又还偏爱国产品牌 于是果断选择下单 试用后 尺码合身 款式也算养眼 感觉很轻盈 很透气 出了汗又不会沾身 应该说是一次很好的购物体验
透气 	儿子很爱好运动 又还偏爱国产品牌 于是果断选择下单 试用后 尺码合身 款式也算养眼 感觉很轻盈 很透气 出了汗又不会沾身 应该说是一次很好的购物体验
是正品	是正品 质感很好 试穿了一下大小也合适 手感也很不错 颜色纯正
质感很好	是正品 质感很好 试穿了一下大小也合适 手感也很不错 颜色纯正
手感很不错	是正品 质感很好 试穿了一下大小也合适 手感也很不错 颜色纯正
牌子 	第一次购买这个牌子的 触感柔软 透气性应该好 包装好 物流快
透气性应该	第一次购买这个牌子的 触感柔软 透气性应该好 包装好 物流快
物流快	第一次购买这个牌子的 触感柔软 透气性应该好 包装好 物流快
都穿上 不	都穿上了 不拍照片了 老品牌了 爸爸 我都很忠爱恒源祥 支持民族品牌
舒适程度	舒适程度 很喜欢的
折很划算 一直	两件 折很划算 一直买的它
保暖内衣	大品牌的保暖内衣质量都非常好 买回来之后洗了一下不掉绒 孩子身高米斤 大小正合适
实体店便宜	客服的问题都是秒回 这点我要赞一下 及其有耐心 比实体店便宜哦 会回购的
大小合适 穿着舒服	大小合适 穿着舒服 很值购买
有问题 颈部线头	有问题 颈部线头挺多的
质量不是很好 	质量不是很好 线头什么的还有 和描述的不一样
质量做工	衣服质量做工挺好的 尺码标准 穿着很舒服 很合适
昨晚上下单 今晚	昨晚上下的单 今晚上就降了十元 在京东上买东西价格太不稳定了
看上去不错 等天冷	看上去不错 等天冷了穿出去检验一下保暖性
太小 	衣服太小了 和描述的不一样 还什么宽松版 完全就是紧身裤
裤子掉档 差评	裤子掉档 差评 提了一天裤子
线头 	收到了咳 材质非常不错呢 做工特别的棒 没有多余的线头 没有色差
没有色差	收到了咳 材质非常不错呢 做工特别的棒 没有多余的线头 没有色差
面料舒服	此套运动服是帮儿子买来跑步 用的 儿子很满意 特意穿了来评价的 大小合适 面料舒服 关键今天洗明天就可以穿了 太好了 需要的话准备再买一套
需要的话准备	此套运动服是帮儿子买来跑步 用的 儿子很满意 特意穿了来评价的 大小合适 面料舒服 关键今天洗明天就可以穿了 太好了 需要的话准备再买一套
质量有	一直在京东商城购买东西 用了很多年了 质量有保障 物流速度也很快 这个保暖裤还行吧
速度很快 	一直在京东商城购买东西 用了很多年了 质量有保障 物流速度也很快 这个保暖裤还行吧
价格合理 	价格合理 服务到位 发货及时 这样的质量和服务态度能不给好评吗 收到的实物与想象中的一样 谢谢老板哦 抱歉 付款晚了 衣服很漂亮非常好的卖家 很热度啊 下次还会来的 宝贝很不错 到货很迅速 质量很好 好店铺 推荐了 货到了 质量很不错
服务到位 	价格合理 服务到位 发货及时 这样的质量和服务态度能不给好评吗 收到的实物与想象中的一样 谢谢老板哦 抱歉 付款晚了 衣服很漂亮非常好的卖家 很热度啊 下次还会来的 宝贝很不错 到货很迅速 质量很好 好店铺 推荐了 货到了 质量很不错
服务态度能	价格合理 服务到位 发货及时 这样的质量和服务态度能不给好评吗 收到的实物与想象中的一样 谢谢老板哦 抱歉 付款晚了 衣服很漂亮非常好的卖家 很热度啊 下次还会来的 宝贝很不错 到货很迅速 质量很好 好店铺 推荐了 货到了 质量很不错
收到实物	价格合理 服务到位 发货及时 这样的质量和服务态度能不给好评吗 收到的实物与想象中的一样 谢谢老板哦 抱歉 付款晚了 衣服很漂亮非常好的卖家 很热度啊 下次还会来的 宝贝很不错 到货很迅速 质量很好 好店铺 推荐了 货到了 质量很不错
老板哦 	价格合理 服务到位 发货及时 这样的质量和服务态度能不给好评吗 收到的实物与想象中的一样 谢谢老板哦 抱歉 付款晚了 衣服很漂亮非常好的卖家 很热度啊 下次还会来的 宝贝很不错 到货很迅速 质量很好 好店铺 推荐了 货到了 质量很不错
很漂亮非常好	价格合理 服务到位 发货及时 这样的质量和服务态度能不给好评吗 收到的实物与想象中的一样 谢谢老板哦 抱歉 付款晚了 衣服很漂亮非常好的卖家 很热度啊 下次还会来的 宝贝很不错 到货很迅速 质量很好 好店铺 推荐了 货到了 质量很不错
卖家 	价格合理 服务到位 发货及时 这样的质量和服务态度能不给好评吗 收到的实物与想象中的一样 谢谢老板哦 抱歉 付款晚了 衣服很漂亮非常好的卖家 很热度啊 下次还会来的 宝贝很不错 到货很迅速 质量很好 好店铺 推荐了 货到了 质量很不错
质量很好	价格合理 服务到位 发货及时 这样的质量和服务态度能不给好评吗 收到的实物与想象中的一样 谢谢老板哦 抱歉 付款晚了 衣服很漂亮非常好的卖家 很热度啊 下次还会来的 宝贝很不错 到货很迅速 质量很好 好店铺 推荐了 货到了 质量很不错
质量很不错	价格合理 服务到位 发货及时 这样的质量和服务态度能不给好评吗 收到的实物与想象中的一样 谢谢老板哦 抱歉 付款晚了 衣服很漂亮非常好的卖家 很热度啊 下次还会来的 宝贝很不错 到货很迅速 质量很好 好店铺 推荐了 货到了 质量很不错
料子很一般	料子很一般 一分价格一分货
质量非常好	质量非常好 与卖家描述的完全一致 真的很喜欢 完全超出期望值 发货速度非常快 包装非常仔细 严实 物流公司服务态度很好 运送速度很快 很满意的一次购物质量很好 希望更多的朋友信赖 店主态度特好 我会再次光顾的
