labels,key_words,review
staff,2 place staff price menu ambience food miscellaneous service,"We had to ask the busboy if bread came with our meal, which it did and we received after waiting about 30 minutes."
food,2 place staff price menu ambience food miscellaneous service,"We had to ask the busboy if bread came with our meal, which it did and we received after waiting about 30 minutes."
service,1 place staff price menu ambience food miscellaneous service,"We had to ask the busboy if bread came with our meal, which it did and we received after waiting about 30 minutes."
staff,1 place staff price menu ambience food miscellaneous service,Yet the maitre d still sat us next to the bar.
place,2 place staff price menu ambience food miscellaneous service,Yet the maitre d still sat us next to the bar.
staff,3 place staff price menu ambience food miscellaneous service,"We arrived, were greeeted and sked by the hostess I think if we were there for the Brunch, that was starting up again on today(3/12) the cost $25 per person."
food,2 place staff price menu ambience food miscellaneous service,"We arrived, were greeeted and sked by the hostess I think if we were there for the Brunch, that was starting up again on today(3/12) the cost $25 per person."
menu,2 place staff price menu ambience food miscellaneous service,"The menu includes the usual Chinese restaurant staples, but also includes a fairly diverse selection of other dishes not typically found in your average noodle house."
food,3 place staff price menu ambience food miscellaneous service,"The menu includes the usual Chinese restaurant staples, but also includes a fairly diverse selection of other dishes not typically found in your average noodle house."
miscellaneous,2 place staff price menu ambience food miscellaneous service,"The menu includes the usual Chinese restaurant staples, but also includes a fairly diverse selection of other dishes not typically found in your average noodle house."
price,2 place staff price menu ambience food miscellaneous service,"And once the bill was paid, the bartender kept on giving us drinks."
staff,3 place staff price menu ambience food miscellaneous service,"And once the bill was paid, the bartender kept on giving us drinks."
food,2 place staff price menu ambience food miscellaneous service,"And once the bill was paid, the bartender kept on giving us drinks."
staff,3 place staff price menu ambience food miscellaneous service,The bartender had offered us ONE beer on the house for our troubles.
food,2 place staff price menu ambience food miscellaneous service,The bartender had offered us ONE beer on the house for our troubles.
food,2 place staff price menu ambience food miscellaneous service,We had to request water and chips (tostades) and salsa three times (the third time my date had to go and track down the waitress) before finally being served (by the busser) and the place wasn't even a quarter full.
staff,1 place staff price menu ambience food miscellaneous service,We had to request water and chips (tostades) and salsa three times (the third time my date had to go and track down the waitress) before finally being served (by the busser) and the place wasn't even a quarter full.
service,2 place staff price menu ambience food miscellaneous service,We had to request water and chips (tostades) and salsa three times (the third time my date had to go and track down the waitress) before finally being served (by the busser) and the place wasn't even a quarter full.
place,1 place staff price menu ambience food miscellaneous service,We had to request water and chips (tostades) and salsa three times (the third time my date had to go and track down the waitress) before finally being served (by the busser) and the place wasn't even a quarter full.
food,2 place staff price menu ambience food miscellaneous service,"When we ordered our Margaritas, the waiter said $10, so we gave him a 20 and waited, and when he didn't give us our change, we asked and he said - Happy Hour's over, they're $10 each."
staff,1 place staff price menu ambience food miscellaneous service,"When we ordered our Margaritas, the waiter said $10, so we gave him a 20 and waited, and when he didn't give us our change, we asked and he said - Happy Hour's over, they're $10 each."
ambience,1 place staff price menu ambience food miscellaneous service,We objected at the ill flavor of the drinks and the manager was not understanding at all.
food,2 place staff price menu ambience food miscellaneous service,We objected at the ill flavor of the drinks and the manager was not understanding at all.
staff,1 place staff price menu ambience food miscellaneous service,We objected at the ill flavor of the drinks and the manager was not understanding at all.
food,3 place staff price menu ambience food miscellaneous service,"Great tasting meat, intimate if slightly noisy ambience and the service is slightly less attentive than it could be but is done with charm."
service,1 place staff price menu ambience food miscellaneous service,"Great tasting meat, intimate if slightly noisy ambience and the service is slightly less attentive than it could be but is done with charm."
food,3 place staff price menu ambience food miscellaneous service,This pizza shop is one o fhte best places ever and is a hiden gem in a small community.
miscellaneous,1 place staff price menu ambience food miscellaneous service,This pizza shop is one o fhte best places ever and is a hiden gem in a small community.
menu,3 place staff price menu ambience food miscellaneous service,"Tasting menu a mixed bag: lobster soup amuse with grapefruit intriguing, but marred by excess bitterness as prepared."
miscellaneous,2 place staff price menu ambience food miscellaneous service,"Tasting menu a mixed bag: lobster soup amuse with grapefruit intriguing, but marred by excess bitterness as prepared."
food,2 place staff price menu ambience food miscellaneous service,"Tasting menu a mixed bag: lobster soup amuse with grapefruit intriguing, but marred by excess bitterness as prepared."
staff,3 place staff price menu ambience food miscellaneous service,"In addition, I've always found the waiters helpful with the wine selection, and there is always a good selection of wines by the glass."
food,3 place staff price menu ambience food miscellaneous service,"In addition, I've always found the waiters helpful with the wine selection, and there is always a good selection of wines by the glass."
miscellaneous,2 place staff price menu ambience food miscellaneous service,"In addition, I've always found the waiters helpful with the wine selection, and there is always a good selection of wines by the glass."
menu,2 place staff price menu ambience food miscellaneous service,"I STRONGLY recommend to try something other than typical menu items and go for the short ribs over rice, black cod, sea bass, or duck (there are two dishes that are great)."
food,3 place staff price menu ambience food miscellaneous service,"I STRONGLY recommend to try something other than typical menu items and go for the short ribs over rice, black cod, sea bass, or duck (there are two dishes that are great)."
miscellaneous,1 place staff price menu ambience food miscellaneous service,"Although the portions seemed a little diminutive at first, they turned out to be the perfect size once the dinner was over."
food,2 place staff price menu ambience food miscellaneous service,"Although the portions seemed a little diminutive at first, they turned out to be the perfect size once the dinner was over."
food,3 place staff price menu ambience food miscellaneous service,The food was great but the music was loud and hip-hop and the wait was ridiculous and the prices were out of this world.
service,1 place staff price menu ambience food miscellaneous service,The food was great but the music was loud and hip-hop and the wait was ridiculous and the prices were out of this world.
place,2 place staff price menu ambience food miscellaneous service,"Invited by friends to discuss business, I checked out the bar first, and didn't give my nme which was known to the owners Scott Heather."
staff,1 place staff price menu ambience food miscellaneous service,"Invited by friends to discuss business, I checked out the bar first, and didn't give my nme which was known to the owners Scott Heather."
food,1 place staff price menu ambience food miscellaneous service,There were a lot of scensters who couldnt afford dinner hanging in the waiting area so we got bumped around a lot.
place,2 place staff price menu ambience food miscellaneous service,There were a lot of scensters who couldnt afford dinner hanging in the waiting area so we got bumped around a lot.
food,2 place staff price menu ambience food miscellaneous service,"I had high hopes for this high-ranked wonder, only to be let down by inattentive service doubled by LONG food and drink wait times."
service,1 place staff price menu ambience food miscellaneous service,"I had high hopes for this high-ranked wonder, only to be let down by inattentive service doubled by LONG food and drink wait times."
food,3 place staff price menu ambience food miscellaneous service,"In any case, the food was quite yummy and on monday nights, they have a prix fixe $25 dinner which is definitely a deal."
price,2 place staff price menu ambience food miscellaneous service,"In any case, the food was quite yummy and on monday nights, they have a prix fixe $25 dinner which is definitely a deal."
menu,2 place staff price menu ambience food miscellaneous service,The menu might have well been written in a foreign language and the wait staff didnt have a translation dictionary!
staff,1 place staff price menu ambience food miscellaneous service,The menu might have well been written in a foreign language and the wait staff didnt have a translation dictionary!
food,3 place staff price menu ambience food miscellaneous service,The Food There's something for fish fans of every stripe on the lengthy menu.
menu,2 place staff price menu ambience food miscellaneous service,The Food There's something for fish fans of every stripe on the lengthy menu.
staff,1 place staff price menu ambience food miscellaneous service,"At one point, we tried to get our waitresses attention and she ignored us and than we asked for more biscuits and never got them."
food,2 place staff price menu ambience food miscellaneous service,"At one point, we tried to get our waitresses attention and she ignored us and than we asked for more biscuits and never got them."
food,2 place staff price menu ambience food miscellaneous service,"One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so."
staff,1 place staff price menu ambience food miscellaneous service,"One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so."
staff,1 place staff price menu ambience food miscellaneous service,Staff would not change a meal to accomadidate food allegeries.
food,2 place staff price menu ambience food miscellaneous service,Staff would not change a meal to accomadidate food allegeries.
food,2 place staff price menu ambience food miscellaneous service,The food will eventually make you outweigh Anna Nicole Smith.
miscellaneous,1 place staff price menu ambience food miscellaneous service,The food will eventually make you outweigh Anna Nicole Smith.
staff,3 place staff price menu ambience food miscellaneous service,The manager finally came by to apologize and offered to give us a greek salad on the house.
food,2 place staff price menu ambience food miscellaneous service,The manager finally came by to apologize and offered to give us a greek salad on the house.
service,3 place staff price menu ambience food miscellaneous service,"Helpings are HUGE and most come with choice of rice and beans, or salad and plantains."
food,2 place staff price menu ambience food miscellaneous service,"Helpings are HUGE and most come with choice of rice and beans, or salad and plantains."
place,2 place staff price menu ambience food miscellaneous service,Sometimes when I come home from work I stop at the bar to have a plate of oysters and something delicious for dinner.
food,3 place staff price menu ambience food miscellaneous service,Sometimes when I come home from work I stop at the bar to have a plate of oysters and something delicious for dinner.
staff,1 place staff price menu ambience food miscellaneous service,"The waiter was pretty anxious to get us in-and-out, although there were ample tables and my friend and I opted to sit at the bar."
place,2 place staff price menu ambience food miscellaneous service,"The waiter was pretty anxious to get us in-and-out, although there were ample tables and my friend and I opted to sit at the bar."
staff,1 place staff price menu ambience food miscellaneous service,The waitress waited until I went to the bathroom to ask my friend to order more food.
food,2 place staff price menu ambience food miscellaneous service,The waitress waited until I went to the bathroom to ask my friend to order more food.
miscellaneous,2 place staff price menu ambience food miscellaneous service,I was NOT told this before when I made the reservation and explained to the manager RICHARD who has the poorest customer service ever and rude and said he didn't believe me.
staff,1 place staff price menu ambience food miscellaneous service,I was NOT told this before when I made the reservation and explained to the manager RICHARD who has the poorest customer service ever and rude and said he didn't believe me.
service,1 place staff price menu ambience food miscellaneous service,I was NOT told this before when I made the reservation and explained to the manager RICHARD who has the poorest customer service ever and rude and said he didn't believe me.
food,3 place staff price menu ambience food miscellaneous service,The food is decent but small portions so expect to order a lot.
miscellaneous,1 place staff price menu ambience food miscellaneous service,The food is decent but small portions so expect to order a lot.
menu,3 place staff price menu ambience food miscellaneous service,"Everything on the menu is worth trying at least once, from the calamari/zucchini appetizer, to the homemade cavatelli, to the rib eye steak (like butter!)"
food,2 place staff price menu ambience food miscellaneous service,"Everything on the menu is worth trying at least once, from the calamari/zucchini appetizer, to the homemade cavatelli, to the rib eye steak (like butter!)"
price,1 place staff price menu ambience food miscellaneous service,"For the high price you would pay (dinner for the two could run $80), you sure do get alot."
food,2 place staff price menu ambience food miscellaneous service,"For the high price you would pay (dinner for the two could run $80), you sure do get alot."
service,3 place staff price menu ambience food miscellaneous service,"This time, the service was decent and the food was mediocre at best."
food,1 place staff price menu ambience food miscellaneous service,"This time, the service was decent and the food was mediocre at best."
place,3 place staff price menu ambience food miscellaneous service,"The garden is lovely, too, but the staff seems a bit condescending."
staff,1 place staff price menu ambience food miscellaneous service,"The garden is lovely, too, but the staff seems a bit condescending."
food,3 place staff price menu ambience food miscellaneous service,The advertised unlimited mimosas and bloody marys is too good to be true until you realize that they keep down your drink count because the service is so slow.
service,1 place staff price menu ambience food miscellaneous service,The advertised unlimited mimosas and bloody marys is too good to be true until you realize that they keep down your drink count because the service is so slow.
miscellaneous,2 place staff price menu ambience food miscellaneous service,I have seen the crowd go from ultra hip to BT and I still love it becuause of the food.
food,3 place staff price menu ambience food miscellaneous service,I have seen the crowd go from ultra hip to BT and I still love it becuause of the food.
food,2 place staff price menu ambience food miscellaneous service,"finally, onto dessert, wherebv the waiter told us he would have to scrape the bottom to give us any ice cream."
staff,1 place staff price menu ambience food miscellaneous service,"finally, onto dessert, wherebv the waiter told us he would have to scrape the bottom to give us any ice cream."
food,3 place staff price menu ambience food miscellaneous service,"Great place for either appetizers and drinks at the bar, a romantic dinner or late night partying."
place,2 place staff price menu ambience food miscellaneous service,"Great place for either appetizers and drinks at the bar, a romantic dinner or late night partying."
staff,1 place staff price menu ambience food miscellaneous service,Not ony did our waiter impose on the dessert we were trying to enjoy to take the money -- he didn't even ask us if we wanted change -- nor did he bring us back any!!!
food,2 place staff price menu ambience food miscellaneous service,Not ony did our waiter impose on the dessert we were trying to enjoy to take the money -- he didn't even ask us if we wanted change -- nor did he bring us back any!!!
price,2 place staff price menu ambience food miscellaneous service,Not ony did our waiter impose on the dessert we were trying to enjoy to take the money -- he didn't even ask us if we wanted change -- nor did he bring us back any!!!
miscellaneous,1 place staff price menu ambience food miscellaneous service,"The scene is a bit much some time, but the food is worth it."
food,3 place staff price menu ambience food miscellaneous service,"The scene is a bit much some time, but the food is worth it."
ambience,3 place staff price menu ambience food miscellaneous service,"18 has a cozy romantic atmosphere that's very comfortable to enjoy myself in; whether I want to have a drink at the bar or get together with a group of friends for dinner, suitable accomodations are available."
place,2 place staff price menu ambience food miscellaneous service,"18 has a cozy romantic atmosphere that's very comfortable to enjoy myself in; whether I want to have a drink at the bar or get together with a group of friends for dinner, suitable accomodations are available."
staff,1 place staff price menu ambience food miscellaneous service,"As well, I haven't eaten animal products in over 6 years and the waiter was not sure which dishes had honey or casien in the food."
food,2 place staff price menu ambience food miscellaneous service,"As well, I haven't eaten animal products in over 6 years and the waiter was not sure which dishes had honey or casien in the food."
miscellaneous,2 place staff price menu ambience food miscellaneous service,"Even with reservation, it might take up to one hour to get a table and the staff might not even say a word about it."
staff,1 place staff price menu ambience food miscellaneous service,"Even with reservation, it might take up to one hour to get a table and the staff might not even say a word about it."
food,3 place staff price menu ambience food miscellaneous service,"When you crave comfort food, make a reservation and head to Piccolo Angolo, they never dissappoint."
miscellaneous,2 place staff price menu ambience food miscellaneous service,"When you crave comfort food, make a reservation and head to Piccolo Angolo, they never dissappoint."
food,2 place staff price menu ambience food miscellaneous service,My dinner partner ordered the angel hair with seafood - the portion was easily big enough for two.
miscellaneous,3 place staff price menu ambience food miscellaneous service,My dinner partner ordered the angel hair with seafood - the portion was easily big enough for two.
staff,1 place staff price menu ambience food miscellaneous service,We were however seated right away and was immediately told by our waiter that they were out of sparking mineral water.
food,2 place staff price menu ambience food miscellaneous service,We were however seated right away and was immediately told by our waiter that they were out of sparking mineral water.
ambience,3 place staff price menu ambience food miscellaneous service,"The limited number of toppings prevented the sogginess described by other reviewers and allowed the intense flavors from the fresh ingredients; sauce, mozarella, basil and black olives to really shine through, without being watered down from too many extra toppings."
food,2 place staff price menu ambience food miscellaneous service,"The limited number of toppings prevented the sogginess described by other reviewers and allowed the intense flavors from the fresh ingredients; sauce, mozarella, basil and black olives to really shine through, without being watered down from too many extra toppings."
service,2 place staff price menu ambience food miscellaneous service,"We went on a Monday night around 6:30pm and were seated right away in the backroom, which is dimly-lit, casual, cozy--kind of felt like you were sitting in a spacious dining galley of a ship or a cabin."
food,3 place staff price menu ambience food miscellaneous service,"We went on a Monday night around 6:30pm and were seated right away in the backroom, which is dimly-lit, casual, cozy--kind of felt like you were sitting in a spacious dining galley of a ship or a cabin."
food,2 place staff price menu ambience food miscellaneous service,All dishes are an incredible dining experience.
miscellaneous,3 place staff price menu ambience food miscellaneous service,All dishes are an incredible dining experience.
service,1 place staff price menu ambience food miscellaneous service,"The service can be lacking at times, but the desserts and overall experience certainly counter this flaw."
food,3 place staff price menu ambience food miscellaneous service,"The service can be lacking at times, but the desserts and overall experience certainly counter this flaw."
miscellaneous,2 place staff price menu ambience food miscellaneous service,"The Scene Strictly Roots, which opened more than a decade ago as a dietary alternative to Harlem's more cholesterol- and fat-heavy fare, wears its philosophy on its facade: We serve nothing that crawls, walks, swims or flies."
price,1 place staff price menu ambience food miscellaneous service,"The Scene Strictly Roots, which opened more than a decade ago as a dietary alternative to Harlem's more cholesterol- and fat-heavy fare, wears its philosophy on its facade: We serve nothing that crawls, walks, swims or flies."
food,3 place staff price menu ambience food miscellaneous service,"ONE OF THE BEST PIZZA IN BROOKLYN , NEED AN AC FOR SUMMER."
miscellaneous,2 place staff price menu ambience food miscellaneous service,"ONE OF THE BEST PIZZA IN BROOKLYN , NEED AN AC FOR SUMMER."
menu,2 place staff price menu ambience food miscellaneous service,"As for the menu, I've never been disappointed, but the Margarita chicken salad is my favorite."
food,3 place staff price menu ambience food miscellaneous service,"As for the menu, I've never been disappointed, but the Margarita chicken salad is my favorite."
staff,1 place staff price menu ambience food miscellaneous service,"At this level, I want my servers to know more than me about the food and I didn't get that sense."
food,2 place staff price menu ambience food miscellaneous service,"At this level, I want my servers to know more than me about the food and I didn't get that sense."
staff,1 place staff price menu ambience food miscellaneous service,"Well i asked the server to describe a certain wine for me,he seemed like he knew what he was talking about,till i tasted it,it was totally the opposite of what he described."
food,2 place staff price menu ambience food miscellaneous service,"Well i asked the server to describe a certain wine for me,he seemed like he knew what he was talking about,till i tasted it,it was totally the opposite of what he described."
menu,1 place staff price menu ambience food miscellaneous service,"The menu is limited: chicken, rice beans, frozen fish (shrimp, whiting, crab sticks), and french fries, but one receives EXCELLENT value for the money and it is SO WORTH walking down the block for."
food,2 place staff price menu ambience food miscellaneous service,"The menu is limited: chicken, rice beans, frozen fish (shrimp, whiting, crab sticks), and french fries, but one receives EXCELLENT value for the money and it is SO WORTH walking down the block for."
miscellaneous,3 place staff price menu ambience food miscellaneous service,"The menu is limited: chicken, rice beans, frozen fish (shrimp, whiting, crab sticks), and french fries, but one receives EXCELLENT value for the money and it is SO WORTH walking down the block for."
price,2 place staff price menu ambience food miscellaneous service,"The menu is limited: chicken, rice beans, frozen fish (shrimp, whiting, crab sticks), and french fries, but one receives EXCELLENT value for the money and it is SO WORTH walking down the block for."
food,3 place staff price menu ambience food miscellaneous service,As to the fact that everyone else's sushi looked better: the waitresses are not responsible for offering you what is CLEARLY written on the menu as Omakase - Chef's Choice.
staff,1 place staff price menu ambience food miscellaneous service,As to the fact that everyone else's sushi looked better: the waitresses are not responsible for offering you what is CLEARLY written on the menu as Omakase - Chef's Choice.
menu,2 place staff price menu ambience food miscellaneous service,As to the fact that everyone else's sushi looked better: the waitresses are not responsible for offering you what is CLEARLY written on the menu as Omakase - Chef's Choice.
staff,2 place staff price menu ambience food miscellaneous service,Owner Mary Redding keeps things fish camp-y with rod-and-reel rental prices and a list of rules on the backs of the menus.
food,2 place staff price menu ambience food miscellaneous service,Owner Mary Redding keeps things fish camp-y with rod-and-reel rental prices and a list of rules on the backs of the menus.
price,3 place staff price menu ambience food miscellaneous service,Owner Mary Redding keeps things fish camp-y with rod-and-reel rental prices and a list of rules on the backs of the menus.
menu,2 place staff price menu ambience food miscellaneous service,Owner Mary Redding keeps things fish camp-y with rod-and-reel rental prices and a list of rules on the backs of the menus.
menu,2 place staff price menu ambience food miscellaneous service,"The other steaks on the menu were $30-$40, so the waiter really should have told them the price of the special."
staff,1 place staff price menu ambience food miscellaneous service,"The other steaks on the menu were $30-$40, so the waiter really should have told them the price of the special."
price,2 place staff price menu ambience food miscellaneous service,"The other steaks on the menu were $30-$40, so the waiter really should have told them the price of the special."
miscellaneous,2 place staff price menu ambience food miscellaneous service,"their Stella on tap was almost flat, i saw the bartender whisking our beers to give them any sort of head."
staff,1 place staff price menu ambience food miscellaneous service,"their Stella on tap was almost flat, i saw the bartender whisking our beers to give them any sort of head."
service,2 place staff price menu ambience food miscellaneous service,"When I questioned the purpose of waiting on this line, I was asked to leave the bar."
place,1 place staff price menu ambience food miscellaneous service,"When I questioned the purpose of waiting on this line, I was asked to leave the bar."
price,1 place staff price menu ambience food miscellaneous service,We waited forever for our bill but did have a nice conversation with one of our waitstaff during our meal.
staff,3 place staff price menu ambience food miscellaneous service,We waited forever for our bill but did have a nice conversation with one of our waitstaff during our meal.
miscellaneous,2 place staff price menu ambience food miscellaneous service,"I managed to get the last reservation at 11:15pm during the week, and, upon entering the restaurant, my boyfriend and I were seated next to each other, hardly a romantic atmosphere!"
ambience,3 place staff price menu ambience food miscellaneous service,"I managed to get the last reservation at 11:15pm during the week, and, upon entering the restaurant, my boyfriend and I were seated next to each other, hardly a romantic atmosphere!"
food,1 place staff price menu ambience food miscellaneous service,"Do not use this place unless you want to waste your money on horrible stale cheese and food, service which takes your drinks away from the table once you've placed it on the table, waiters that eat your desert while its on the table, non working faucets in the bathroom, and overall very unporfessional service and food."
staff,1 place staff price menu ambience food miscellaneous service,"Do not use this place unless you want to waste your money on horrible stale cheese and food, service which takes your drinks away from the table once you've placed it on the table, waiters that eat your desert while its on the table, non working faucets in the bathroom, and overall very unporfessional service and food."
place,2 place staff price menu ambience food miscellaneous service,"Do not use this place unless you want to waste your money on horrible stale cheese and food, service which takes your drinks away from the table once you've placed it on the table, waiters that eat your desert while its on the table, non working faucets in the bathroom, and overall very unporfessional service and food."
food,2 place staff price menu ambience food miscellaneous service,Then the food came- TINY portions and plates came out in 15 min intervals.
miscellaneous,1 place staff price menu ambience food miscellaneous service,Then the food came- TINY portions and plates came out in 15 min intervals.
staff,1 place staff price menu ambience food miscellaneous service,Later two waiters decided to bodyguard our table; when my fork hits the plate it's snatched away.
miscellaneous,2 place staff price menu ambience food miscellaneous service,Later two waiters decided to bodyguard our table; when my fork hits the plate it's snatched away.
place,2 place staff price menu ambience food miscellaneous service,The dramatic space complements the food and will wow out-of-towners.
food,3 place staff price menu ambience food miscellaneous service,The dramatic space complements the food and will wow out-of-towners.
ambience,3 place staff price menu ambience food miscellaneous service,"The ambiance is nice, but the wait staff was rude and unattentive."
staff,1 place staff price menu ambience food miscellaneous service,"The ambiance is nice, but the wait staff was rude and unattentive."
staff,1 place staff price menu ambience food miscellaneous service,"Management or one of the many busboys should have been monitoring the tables more closely to ensure consistency - we had to ask for olive oil for the flatbread, when it was on nearly every other table as well as salt and pepper."
food,2 place staff price menu ambience food miscellaneous service,"Management or one of the many busboys should have been monitoring the tables more closely to ensure consistency - we had to ask for olive oil for the flatbread, when it was on nearly every other table as well as salt and pepper."
staff,3 place staff price menu ambience food miscellaneous service,The waiter comes over and says You changed the salad and made us throw it out!
food,2 place staff price menu ambience food miscellaneous service,The waiter comes over and says You changed the salad and made us throw it out!
service,2 place staff price menu ambience food miscellaneous service,"We were a party of four, and after a long wait, were seated in a freezing corner."
place,1 place staff price menu ambience food miscellaneous service,"We were a party of four, and after a long wait, were seated in a freezing corner."
staff,3 place staff price menu ambience food miscellaneous service,"Husband and Wife owners are always pleasent and accomidating, food is top notch quality made with care, and now, recently renovated to accomidate more tables and a young fresh feel."
food,3 place staff price menu ambience food miscellaneous service,"Husband and Wife owners are always pleasent and accomidating, food is top notch quality made with care, and now, recently renovated to accomidate more tables and a young fresh feel."
place,2 place staff price menu ambience food miscellaneous service,"Husband and Wife owners are always pleasent and accomidating, food is top notch quality made with care, and now, recently renovated to accomidate more tables and a young fresh feel."
miscellaneous,2 place staff price menu ambience food miscellaneous service,They overfill the reservation sheet so that the check is dropped off nearly with your food and they are rushing you out of your booth before you are finished.
food,2 place staff price menu ambience food miscellaneous service,They overfill the reservation sheet so that the check is dropped off nearly with your food and they are rushing you out of your booth before you are finished.
place,1 place staff price menu ambience food miscellaneous service,They overfill the reservation sheet so that the check is dropped off nearly with your food and they are rushing you out of your booth before you are finished.
staff,1 place staff price menu ambience food miscellaneous service,"The waitress came to our table once for our order, but then we were tended to by who I thought was the hostess."
miscellaneous,2 place staff price menu ambience food miscellaneous service,"The waitress came to our table once for our order, but then we were tended to by who I thought was the hostess."
food,2 place staff price menu ambience food miscellaneous service,"It took 1 1/4 hours to get our appetizers (how long does salad take) and when we complained to the manager, he barely listened."
staff,1 place staff price menu ambience food miscellaneous service,"It took 1 1/4 hours to get our appetizers (how long does salad take) and when we complained to the manager, he barely listened."
place,1 place staff price menu ambience food miscellaneous service,"For such an expensive place, you can find much, much better in Manhattan; heck, you can find much better food for a lot cheaper!"
food,3 place staff price menu ambience food miscellaneous service,"For such an expensive place, you can find much, much better in Manhattan; heck, you can find much better food for a lot cheaper!"
food,2 place staff price menu ambience food miscellaneous service,Went there for a dinner; nice little place.
place,3 place staff price menu ambience food miscellaneous service,Went there for a dinner; nice little place.
food,1 place staff price menu ambience food miscellaneous service,the peanut sauce came in a tiny plastic cup smaller than a shot glass.
miscellaneous,2 place staff price menu ambience food miscellaneous service,the peanut sauce came in a tiny plastic cup smaller than a shot glass.
service,3 place staff price menu ambience food miscellaneous service,"Service was friendly, but not terribly attentive, took 30 minutes after dinner to clear our plates, and another 20 to get our check."
food,2 place staff price menu ambience food miscellaneous service,"Service was friendly, but not terribly attentive, took 30 minutes after dinner to clear our plates, and another 20 to get our check."
miscellaneous,2 place staff price menu ambience food miscellaneous service,"Service was friendly, but not terribly attentive, took 30 minutes after dinner to clear our plates, and another 20 to get our check."
price,2 place staff price menu ambience food miscellaneous service,Try Le Madeleine for a similar price but much better food.
food,3 place staff price menu ambience food miscellaneous service,Try Le Madeleine for a similar price but much better food.
staff,3 place staff price menu ambience food miscellaneous service,"Our server, Ben, was perhaps the best waiter I've ever had--he walked us through the menu to design our meal, and suggested what textures, tastes, and wines would complement each other."
menu,2 place staff price menu ambience food miscellaneous service,"Our server, Ben, was perhaps the best waiter I've ever had--he walked us through the menu to design our meal, and suggested what textures, tastes, and wines would complement each other."
food,2 place staff price menu ambience food miscellaneous service,"There is almost always an hour wait at dinner time, but this may be the best Japanese Sushi restaurant in NYC."
miscellaneous,3 place staff price menu ambience food miscellaneous service,"There is almost always an hour wait at dinner time, but this may be the best Japanese Sushi restaurant in NYC."
place,3 place staff price menu ambience food miscellaneous service,"The service was okay, fast seating (for two), looked like a group nearby had been there a long time."
miscellaneous,1 place staff price menu ambience food miscellaneous service,"The service was okay, fast seating (for two), looked like a group nearby had been there a long time."
service,3 place staff price menu ambience food miscellaneous service,"Nothing wrong with the service, either, but don't we all want something more from a dining experience than just average for above-average prices?"
price,1 place staff price menu ambience food miscellaneous service,"Nothing wrong with the service, either, but don't we all want something more from a dining experience than just average for above-average prices?"
price,2 place staff price menu ambience food miscellaneous service,Our bill total was only $30 and our waiter threw in a side of linguini (no charge) since the entrees don't come with pasta sides.
staff,1 place staff price menu ambience food miscellaneous service,Our bill total was only $30 and our waiter threw in a side of linguini (no charge) since the entrees don't come with pasta sides.
food,1 place staff price menu ambience food miscellaneous service,Our bill total was only $30 and our waiter threw in a side of linguini (no charge) since the entrees don't come with pasta sides.
ambience,3 place staff price menu ambience food miscellaneous service,If you like a cleaner (more generic) flavor then other places may provide the norm.
miscellaneous,2 place staff price menu ambience food miscellaneous service,If you like a cleaner (more generic) flavor then other places may provide the norm.
food,2 place staff price menu ambience food miscellaneous service,"But on a recent Sunday brunch excursion, I was greeted by a uniformly unfriendly staff - starting with the hostess and extending to foul faced wait staff."
staff,1 place staff price menu ambience food miscellaneous service,"But on a recent Sunday brunch excursion, I was greeted by a uniformly unfriendly staff - starting with the hostess and extending to foul faced wait staff."
food,3 place staff price menu ambience food miscellaneous service,"For far better fish at the same price (but less interesting roll combinations), try Yama, just around the corner."
price,2 place staff price menu ambience food miscellaneous service,"For far better fish at the same price (but less interesting roll combinations), try Yama, just around the corner."
miscellaneous,3 place staff price menu ambience food miscellaneous service,For the most part I enjoyed my dining experience at Revival (not to be confused with the bar on 15th).
place,2 place staff price menu ambience food miscellaneous service,For the most part I enjoyed my dining experience at Revival (not to be confused with the bar on 15th).
food,2 place staff price menu ambience food miscellaneous service,"Martinis from the bar are mixed at the size of 1 1/2 drinks, and the wait staff leaves the whole glass there, returning to pour you your remaining drink as your glass empties."
place,2 place staff price menu ambience food miscellaneous service,"Martinis from the bar are mixed at the size of 1 1/2 drinks, and the wait staff leaves the whole glass there, returning to pour you your remaining drink as your glass empties."
staff,1 place staff price menu ambience food miscellaneous service,"Martinis from the bar are mixed at the size of 1 1/2 drinks, and the wait staff leaves the whole glass there, returning to pour you your remaining drink as your glass empties."
miscellaneous,2 place staff price menu ambience food miscellaneous service,"Martinis from the bar are mixed at the size of 1 1/2 drinks, and the wait staff leaves the whole glass there, returning to pour you your remaining drink as your glass empties."
menu,2 place staff price menu ambience food miscellaneous service,The Food The menu lists affordable soul food and barbecue favorites.
food,3 place staff price menu ambience food miscellaneous service,The Food The menu lists affordable soul food and barbecue favorites.
food,3 place staff price menu ambience food miscellaneous service,"It's unfortunate because the food is generally pretty good, although the waitstaff did try to convince us once that the flan they gave us was really creme brulee."
staff,1 place staff price menu ambience food miscellaneous service,"It's unfortunate because the food is generally pretty good, although the waitstaff did try to convince us once that the flan they gave us was really creme brulee."
place,2 place staff price menu ambience food miscellaneous service,We organized a party at this bar and have gotten very poor service.
