labels	key_words	review
2miscellaneous	miscellaneous	I arrived with one other person at ~8:30 on a Wed night -- the hostess was very kind and showed me the reservation computer which showed that they were completely booked.
3food	food	the bread they served as we sat down had a pastry-like crunch on the outside and still warm.
2service	service	the bread they served as we sat down had a pastry-like crunch on the outside and still warm.
2price	price	Same quality for 1/3 the price and a realistic atmosphere.
3ambience	ambience	Same quality for 1/3 the price and a realistic atmosphere.
2food	food	Well, literally 7 minutes later we were being served dinner, with no apologies from the server who was too scared to come to our table.
1staff	staff	Well, literally 7 minutes later we were being served dinner, with no apologies from the server who was too scared to come to our table.
2miscellaneous	miscellaneous	Well, literally 7 minutes later we were being served dinner, with no apologies from the server who was too scared to come to our table.
2food	food	The lunch specials are reasonably priced, but I avoid this place when I can only order off the regular menu.
3price	price	The lunch specials are reasonably priced, but I avoid this place when I can only order off the regular menu.
2menu	menu	The lunch specials are reasonably priced, but I avoid this place when I can only order off the regular menu.
3staff	staff	The staff is nice, but they have the awful job of having to sell bland food as amazing treats.
1food	food	The staff is nice, but they have the awful job of having to sell bland food as amazing treats.
1food	food	I ended up wasting $24 on the most expensive dish on the menu.
2menu	menu	I ended up wasting $24 on the most expensive dish on the menu.
2miscellaneous	miscellaneous	We had a late 9:30 pm reservation; when we arrived and went to be seated, there was some type of discrepancy since the hostess was missing in action.
1staff	staff	We had a late 9:30 pm reservation; when we arrived and went to be seated, there was some type of discrepancy since the hostess was missing in action.
1staff	staff	The wait staff was all hanging at the bar, lounging around.
2place	place	The wait staff was all hanging at the bar, lounging around.
3food	food	The menu was still small, but the quality of food that came out of the kitchen was superb, and the service was not bad at all.
2place	place	The menu was still small, but the quality of food that came out of the kitchen was superb, and the service was not bad at all.
3service	service	The menu was still small, but the quality of food that came out of the kitchen was superb, and the service was not bad at all.
1food	food	Appetizers took their sweet time in coming, and literally about an hour later we had our main dishes which were very small considering the price.
3miscellaneous	miscellaneous	Appetizers took their sweet time in coming, and literally about an hour later we had our main dishes which were very small considering the price.
2price	price	Appetizers took their sweet time in coming, and literally about an hour later we had our main dishes which were very small considering the price.
2food	food	While dining on a delicate lamb carpaccio, and grilled skate wing, the owner explained that due to low lunch-time patronage, they may be discontinuing lunch altogether.
1staff	staff	While dining on a delicate lamb carpaccio, and grilled skate wing, the owner explained that due to low lunch-time patronage, they may be discontinuing lunch altogether.
3ambience	ambience	The decor was pleasant, but the tables were way too much crowded for a restaurant of this presumptive caliber.
1place	place	The decor was pleasant, but the tables were way too much crowded for a restaurant of this presumptive caliber.
1food	food	The only downfall was that our appetizer never showed up, we were apologized to, and it wasn't on our bill, but we also didn't get the jumbo shrimp we were all craving.
2price	price	The only downfall was that our appetizer never showed up, we were apologized to, and it wasn't on our bill, but we also didn't get the jumbo shrimp we were all craving.
3menu	menu	From the enormous menu, we opted for the 3-course dinner specials - chicken soup or clam chowder, although small portions, came with loads of rolls, crackers etc.
1miscellaneous	miscellaneous	From the enormous menu, we opted for the 3-course dinner specials - chicken soup or clam chowder, although small portions, came with loads of rolls, crackers etc.
2food	food	Drinks were well priced and the buyback rate was fantastic.
3price	price	Drinks were well priced and the buyback rate was fantastic.
1staff	staff	Despite him not being my designated server, he basically took over for our inexperienced waiter the rest of the dinner.
2food	food	Despite him not being my designated server, he basically took over for our inexperienced waiter the rest of the dinner.
3service	service	The service was great, the chef even gave me a complimentary dish.
2staff	staff	The service was great, the chef even gave me a complimentary dish.
3food	food	The service was great, the chef even gave me a complimentary dish.
1miscellaneous	miscellaneous	Tension filled the air as the chief yelled at a waiter in the middle of the bar while in uniform and drinking.
2ambience	ambience	Tension filled the air as the chief yelled at a waiter in the middle of the bar while in uniform and drinking.
2staff	staff	Tension filled the air as the chief yelled at a waiter in the middle of the bar while in uniform and drinking.
2place	place	Tension filled the air as the chief yelled at a waiter in the middle of the bar while in uniform and drinking.
1staff	staff	then the manager gave us lemon juice instead of ceasar dressing for a ceasar salad which ruined the salad.
2food	food	then the manager gave us lemon juice instead of ceasar dressing for a ceasar salad which ruined the salad.
2ambience	ambience	then the manager gave us lemon juice instead of ceasar dressing for a ceasar salad which ruined the salad.
2food	food	Midway through the meal the waiter came over and said we were being charged $40 a head since there were 7 of us, and they never said that when i made the reservation.
1staff	staff	Midway through the meal the waiter came over and said we were being charged $40 a head since there were 7 of us, and they never said that when i made the reservation.
2miscellaneous	miscellaneous	Midway through the meal the waiter came over and said we were being charged $40 a head since there were 7 of us, and they never said that when i made the reservation.
3staff	staff	I excused myself from my table went downstairs to inform the hostess that I would like to suprise my dinner guest by recognizing his birthday in a very understated way.
2food	food	I excused myself from my table went downstairs to inform the hostess that I would like to suprise my dinner guest by recognizing his birthday in a very understated way.
2food	food	I organized a dinner for 20 and was extremely satisfied with the results.
3miscellaneous	miscellaneous	I organized a dinner for 20 and was extremely satisfied with the results.
2miscellaneous	miscellaneous	The only cuisines that will provide comparable quality in the vicinity are Greek (if you know where to look) and Pizza.
3food	food	The only cuisines that will provide comparable quality in the vicinity are Greek (if you know where to look) and Pizza.
2food	food	The other two entrees that were ordered were very large portions.
3miscellaneous	miscellaneous	The other two entrees that were ordered were very large portions.
3service	service	nice place, good service but the price is a little bit more expensive when compare with the area, location and small dishes.
2place	place	nice place, good service but the price is a little bit more expensive when compare with the area, location and small dishes.
1food	food	nice place, good service but the price is a little bit more expensive when compare with the area, location and small dishes.
1staff	staff	We were served by two very rude waitresses who slammed every glass and dish they brought onto the table, and then got so caught up by hanging out at the bar that I eventually had to hunt them down to pay my bill.
2food	food	We were served by two very rude waitresses who slammed every glass and dish they brought onto the table, and then got so caught up by hanging out at the bar that I eventually had to hunt them down to pay my bill.
2miscellaneous	miscellaneous	We were served by two very rude waitresses who slammed every glass and dish they brought onto the table, and then got so caught up by hanging out at the bar that I eventually had to hunt them down to pay my bill.
2place	place	We were served by two very rude waitresses who slammed every glass and dish they brought onto the table, and then got so caught up by hanging out at the bar that I eventually had to hunt them down to pay my bill.
1staff	staff	The hostess kept me waiting 10 minutes (attempting to read seating chart which I assume was in cyrillic) before determining whether she could seat us.
2service	service	The hostess kept me waiting 10 minutes (attempting to read seating chart which I assume was in cyrillic) before determining whether she could seat us.
2place	place	The hostess kept me waiting 10 minutes (attempting to read seating chart which I assume was in cyrillic) before determining whether she could seat us.
1staff	staff	A server came shortly after that with a cheeseburger, which is not what i ordered.
2food	food	A server came shortly after that with a cheeseburger, which is not what i ordered.
2food	food	Went to dinner on a Friday night and the place was packed and hot.
1place	place	Went to dinner on a Friday night and the place was packed and hot.
1staff	staff	We didn't order-the waiter just kept piling the food in front of us.
2food	food	We didn't order-the waiter just kept piling the food in front of us.
1staff	staff	Upon arrival I attempted to give a waiter my name (there doesn't seem to be a hostess) and tell him I had a 9pm reservation, but was told to just go get in line and wait for a table.
2miscellaneous	miscellaneous	Upon arrival I attempted to give a waiter my name (there doesn't seem to be a hostess) and tell him I had a 9pm reservation, but was told to just go get in line and wait for a table.
1ambience	ambience	Food is fine but unremarkable, atmosphere is very noisy, especially for a date, and our waiter looked like he had never seen us before when we reminded him that we had ordered a second round of drinks 20 minutes earlier.
1staff	staff	Food is fine but unremarkable, atmosphere is very noisy, especially for a date, and our waiter looked like he had never seen us before when we reminded him that we had ordered a second round of drinks 20 minutes earlier.
2food	food	Food is fine but unremarkable, atmosphere is very noisy, especially for a date, and our waiter looked like he had never seen us before when we reminded him that we had ordered a second round of drinks 20 minutes earlier.
2price	price	The cool thing about the 3 course price fix is that there is no special or limited menu, you can order ANY app, ANY entree and ANY Dessert.
1menu	menu	The cool thing about the 3 course price fix is that there is no special or limited menu, you can order ANY app, ANY entree and ANY Dessert.
1place	place	The space is small and reservations are definitly needed.
2miscellaneous	miscellaneous	The space is small and reservations are definitly needed.
1staff	staff	Servers struggle to explain the menu to those who can't tell an idli from a chapathi, but the mostly Indian clientele is completely at home with the vegetarian South Indian fare.
2menu	menu	Servers struggle to explain the menu to those who can't tell an idli from a chapathi, but the mostly Indian clientele is completely at home with the vegetarian South Indian fare.
1staff	staff	Had to constantly ask the waiter to top up water glasses, but generally service was ok.
2miscellaneous	miscellaneous	Had to constantly ask the waiter to top up water glasses, but generally service was ok.
3service	service	Had to constantly ask the waiter to top up water glasses, but generally service was ok.
2service	service	As we sat waiting for our menus, we started noticing the frowns on the faces of the people around us, watching as patrons tried to flag down waiters without luck, asking for things like water.
2menu	menu	As we sat waiting for our menus, we started noticing the frowns on the faces of the people around us, watching as patrons tried to flag down waiters without luck, asking for things like water.
1staff	staff	As we sat waiting for our menus, we started noticing the frowns on the faces of the people around us, watching as patrons tried to flag down waiters without luck, asking for things like water.
2food	food	As we sat waiting for our menus, we started noticing the frowns on the faces of the people around us, watching as patrons tried to flag down waiters without luck, asking for things like water.
1place	place	Ones experience is truly dampened by having to trundle up lifts and escalators, further on arrival at the restaurant we found the actual dining room to be slightly sterile and lacking in atmosphere.
1ambience	ambience	Ones experience is truly dampened by having to trundle up lifts and escalators, further on arrival at the restaurant we found the actual dining room to be slightly sterile and lacking in atmosphere.
2miscellaneous	miscellaneous	Ones experience is truly dampened by having to trundle up lifts and escalators, further on arrival at the restaurant we found the actual dining room to be slightly sterile and lacking in atmosphere.
3service	service	service was reasonably quick via delivery, but the hunan beef had no spice whatsoever and the chicken chow mein really looked inedible.
1food	food	service was reasonably quick via delivery, but the hunan beef had no spice whatsoever and the chicken chow mein really looked inedible.
2place	place	The bar is available while you waiting for the table, the DJ is nice.
3staff	staff	The bar is available while you waiting for the table, the DJ is nice.
1food	food	The seating for dinner is uncomfortable, too close to the bar which gets really crowded since it is so small.
2place	place	The seating for dinner is uncomfortable, too close to the bar which gets really crowded since it is so small.
3food	food	In Short Custard Beach is located in the lower-level dining concourse of Grand Central Terminal, which features seating, many dining choices and a crowd of tourists and commuters.
2place	place	In Short Custard Beach is located in the lower-level dining concourse of Grand Central Terminal, which features seating, many dining choices and a crowd of tourists and commuters.
2food	food	I am not one to waste dessert but we threw away the box after taking a few bites of it.
1miscellaneous	miscellaneous	I am not one to waste dessert but we threw away the box after taking a few bites of it.
1food	food	The food wasn't impressive either- I was expecting huge portions, but my lobster ravioli was only 4 medium sized pieces, and I've tasted better at other restaurants.
3miscellaneous	miscellaneous	The food wasn't impressive either- I was expecting huge portions, but my lobster ravioli was only 4 medium sized pieces, and I've tasted better at other restaurants.
1staff	staff	As the afternoon progresses, you'll see as many waitstaff as customers scurrying after food carts with bill cards in hand, clutching stacks of steamers back to their tables.
2food	food	As the afternoon progresses, you'll see as many waitstaff as customers scurrying after food carts with bill cards in hand, clutching stacks of steamers back to their tables.
2place	place	As the afternoon progresses, you'll see as many waitstaff as customers scurrying after food carts with bill cards in hand, clutching stacks of steamers back to their tables.
3food	food	Food was much better then I had remembered (smaller menu) Great place for lunch.
1menu	menu	Food was much better then I had remembered (smaller menu) Great place for lunch.
1service	service	Even if their service was not top notch at all times, at least the wait staff was very accommodating and respectful.
3staff	staff	Even if their service was not top notch at all times, at least the wait staff was very accommodating and respectful.
3staff	staff	Our waitress bought us a round of after drinks too.
2food	food	Our waitress bought us a round of after drinks too.
2food	food	This is the perfect place to come with a group from work, people from out of town, or just to have a drink at the bar and enjoy the atmosphere.
2place	place	This is the perfect place to come with a group from work, people from out of town, or just to have a drink at the bar and enjoy the atmosphere.
3ambience	ambience	This is the perfect place to come with a group from work, people from out of town, or just to have a drink at the bar and enjoy the atmosphere.
1service	service	While you're standing around for a good half hour waiting for two plain burgers, you're being bumped into by people waiting to be seated because of the narrow passageway leading to the dining area.
2food	food	While you're standing around for a good half hour waiting for two plain burgers, you're being bumped into by people waiting to be seated because of the narrow passageway leading to the dining area.
2place	place	While you're standing around for a good half hour waiting for two plain burgers, you're being bumped into by people waiting to be seated because of the narrow passageway leading to the dining area.
1staff	staff	after the main course the waitress brought desert menus and never came back.
2menu	menu	after the main course the waitress brought desert menus and never came back.
2menu	menu	When the other half of my party arrived, the waited helped us with the menu, and i was happy to know you can mix and match items in their lunch box I got the mekong box and i could not believe how great the pork sandwich was, I also enjoyed the asian salad and brownie tremendously.
3food	food	When the other half of my party arrived, the waited helped us with the menu, and i was happy to know you can mix and match items in their lunch box I got the mekong box and i could not believe how great the pork sandwich was, I also enjoyed the asian salad and brownie tremendously.
2miscellaneous	miscellaneous	When the other half of my party arrived, the waited helped us with the menu, and i was happy to know you can mix and match items in their lunch box I got the mekong box and i could not believe how great the pork sandwich was, I also enjoyed the asian salad and brownie tremendously.
2miscellaneous	miscellaneous	The Scene Upstairs in a narrow, handsome but oddly shaped space, this serene, refined restaurant caters to a mostly business-oriented crowd that, auspiciously one presumes, is predominantly Japanese.
3place	place	The Scene Upstairs in a narrow, handsome but oddly shaped space, this serene, refined restaurant caters to a mostly business-oriented crowd that, auspiciously one presumes, is predominantly Japanese.
2service	service	The bread was served, one razor thin slice on our bread plate, by the waiter.
1staff	staff	The bread was served, one razor thin slice on our bread plate, by the waiter.
3miscellaneous	miscellaneous	Good value for breakfast.
2food	food	Good value for breakfast.
2food	food	Went here with my husband on a Saturday night for dinner since the place looked like it had great atmosphere.
2place	place	Went here with my husband on a Saturday night for dinner since the place looked like it had great atmosphere.
3ambience	ambience	Went here with my husband on a Saturday night for dinner since the place looked like it had great atmosphere.
3service	service	However, unlike a lot of places the service was great: we walked in after not being able to get a reservation and were seated within 10 mins.
2miscellaneous	miscellaneous	However, unlike a lot of places the service was great: we walked in after not being able to get a reservation and were seated within 10 mins.
2menu	menu	I haven't tried a lot of their menu however their appitizers are tasty and fairly priced.
3food	food	I haven't tried a lot of their menu however their appitizers are tasty and fairly priced.
3price	price	I haven't tried a lot of their menu however their appitizers are tasty and fairly priced.
2place	place	Highly suggest you sit at the bar for added atmosphere and generally friendly people.
3ambience	ambience	Highly suggest you sit at the bar for added atmosphere and generally friendly people.
1staff	staff	Our waitress was a bit cold but she was still attentive and food came quickly.
3food	food	Our waitress was a bit cold but she was still attentive and food came quickly.
3food	food	From the bottomless cup of coffee to the basket o' scones mini-muffins to the delicious entrees, Dizzy's is the place to be.
2miscellaneous	miscellaneous	From the bottomless cup of coffee to the basket o' scones mini-muffins to the delicious entrees, Dizzy's is the place to be.
2place	place	We ended up hanging out for a few hours at their bar with a staff that we felt like we've known for years.
3staff	staff	We ended up hanging out for a few hours at their bar with a staff that we felt like we've known for years.
2staff	staff	To SM's credit, our waiter was eventually replaced and the matre d' offered us free dessert, but we're not going back there ever again.
3food	food	To SM's credit, our waiter was eventually replaced and the matre d' offered us free dessert, but we're not going back there ever again.
2miscellaneous	miscellaneous	Be prepared to make friends with the people sitting next to you, tight seating.
1place	place	Be prepared to make friends with the people sitting next to you, tight seating.
3staff	staff	Our server was a delight, she helped guide us through the menu with honest insight.
2menu	menu	Our server was a delight, she helped guide us through the menu with honest insight.
2place	place	When I read some of the reviews in this section, I am not sure if they had diner in the same restaurant and also I would not be suprise if they decided to have their Branzino well done with butter on the side.
3food	food	When I read some of the reviews in this section, I am not sure if they had diner in the same restaurant and also I would not be suprise if they decided to have their Branzino well done with butter on the side.
2place	place	There's no bar, only beer and wine, and you're likely to be annoyed by unruly Park Slope offsprings, so come late and enjoy the smart wine list.
3food	food	There's no bar, only beer and wine, and you're likely to be annoyed by unruly Park Slope offsprings, so come late and enjoy the smart wine list.
2menu	menu	Not only is there very little on the menu besides steak, but you really have no choice of what cut of meat to get.
1food	food	Not only is there very little on the menu besides steak, but you really have no choice of what cut of meat to get.
2place	place	On top of it all, I was with family from out of town and the only reason I took them there was because a friend had mentioned the place and Coffee Shop had a little wait.
2food	food	On top of it all, I was with family from out of town and the only reason I took them there was because a friend had mentioned the place and Coffee Shop had a little wait.
3service	service	On top of it all, I was with family from out of town and the only reason I took them there was because a friend had mentioned the place and Coffee Shop had a little wait.
1staff	staff	What I thought was a rip off was, when we were ordering, the waiter told us there was a minimum of food we can purchase.
2food	food	What I thought was a rip off was, when we were ordering, the waiter told us there was a minimum of food we can purchase.
3food	food	The food *was* pretty good, though, (though certainly not worth the prices) so it's worth checking out if you have an expense account to work with.
1price	price	The food *was* pretty good, though, (though certainly not worth the prices) so it's worth checking out if you have an expense account to work with.
3food	food	- , the desserts are sinful, the moroccan hospitality evident in the wait staff's friendliness and there is an overall ambience that makes you want to stay all night!
3staff	staff	- , the desserts are sinful, the moroccan hospitality evident in the wait staff's friendliness and there is an overall ambience that makes you want to stay all night!
2ambience	ambience	- , the desserts are sinful, the moroccan hospitality evident in the wait staff's friendliness and there is an overall ambience that makes you want to stay all night!
3service	service	Service was good, the waiter was a little flip, but we can deal with that.
1staff	staff	Service was good, the waiter was a little flip, but we can deal with that.
1ambience	ambience	The service and atmosphere may not set your mood but when you're done you will realize that it's only the food that counts!
3food	food	The service and atmosphere may not set your mood but when you're done you will realize that it's only the food that counts!
2food	food	We ordered one of the specials our decent waiter mentioned, and one of the chicken dishes off the menu.
3staff	staff	We ordered one of the specials our decent waiter mentioned, and one of the chicken dishes off the menu.
2menu	menu	We ordered one of the specials our decent waiter mentioned, and one of the chicken dishes off the menu.
1service	service	I got fed up waiting that I went to get the check and paid for it at the counter where my waitor was busy flirting with the cashier.
2place	place	I got fed up waiting that I went to get the check and paid for it at the counter where my waitor was busy flirting with the cashier.
3food	food	Although the food was in small portions, it was good.
1miscellaneous	miscellaneous	Although the food was in small portions, it was good.
1service	service	Service was at best distracted, at worst disdainful, even though we came early with a reservation and are not food novices.
2miscellaneous	miscellaneous	Service was at best distracted, at worst disdainful, even though we came early with a reservation and are not food novices.
1food	food	One example: They literally took bread from my baby, after we ordered a brick oven pizza, not food (the waiter's words).
2staff	staff	One example: They literally took bread from my baby, after we ordered a brick oven pizza, not food (the waiter's words).
3food	food	The drinks are cute as is concept--unfortunately, the service is not and neither is the wait.
1service	service	The drinks are cute as is concept--unfortunately, the service is not and neither is the wait.
3place	place	The garden is beautiful and romantic place to share dinner with that special someone or just with friends.
2food	food	The garden is beautiful and romantic place to share dinner with that special someone or just with friends.
1service	service	Seating is usually very prompt but expect a wait at peak times such as Sunday Brunch.
2food	food	Seating is usually very prompt but expect a wait at peak times such as Sunday Brunch.
1staff	staff	We ate here once and the waiter was very aggressive about pushing the specials instead of what was on the menu.
2menu	menu	We ate here once and the waiter was very aggressive about pushing the specials instead of what was on the menu.
3food	food	Though the celery root soup was super yummy - everything else was an overpriced letdown- the plates come out looking like it's the depression era.
1miscellaneous	miscellaneous	Though the celery root soup was super yummy - everything else was an overpriced letdown- the plates come out looking like it's the depression era.
2miscellaneous	miscellaneous	I ordered the plane no fuss SALMON and it was honestly the best salmon EVER.
3food	food	I ordered the plane no fuss SALMON and it was honestly the best salmon EVER.
3place	place	My boyfriend and I loved Imagine Bar and Grill.
2food	food	My boyfriend and I loved Imagine Bar and Grill.
2food	food	We recently visited Madiba for lunch, and our waitress was sweet but ineffective.
3staff	staff	We recently visited Madiba for lunch, and our waitress was sweet but ineffective.
1staff	staff	I politely asked the waitress to explain these charges noting that the menu was misleading and she got frustrated mad and then told her manager.
2menu	menu	I politely asked the waitress to explain these charges noting that the menu was misleading and she got frustrated mad and then told her manager.
3staff	staff	The wait staff are friendly, but they disappear after they take initial drink and food order.
2food	food	The wait staff are friendly, but they disappear after they take initial drink and food order.
2miscellaneous	miscellaneous	The wait staff are friendly, but they disappear after they take initial drink and food order.
3staff	staff	had the $80 chefs tasting menu - was excellent -and we were stuffed - basically is a bit of all of their special dishes - one at a time - with sushi soup coming last.
2food	food	had the $80 chefs tasting menu - was excellent -and we were stuffed - basically is a bit of all of their special dishes - one at a time - with sushi soup coming last.
1food	food	I ordered a dirty martini that was not dirty at all-and when I asked the waitress to make it dirtier, instead of reshaking/making it at the bar, she broght me over some olive juice in a cup!?
2staff	staff	I ordered a dirty martini that was not dirty at all-and when I asked the waitress to make it dirtier, instead of reshaking/making it at the bar, she broght me over some olive juice in a cup!?
2place	place	I ordered a dirty martini that was not dirty at all-and when I asked the waitress to make it dirtier, instead of reshaking/making it at the bar, she broght me over some olive juice in a cup!?
1staff	staff	last time, the waiter told my roommate he'd have to charge her $5 for mushrooms as one of her omelette choices (never heard that at my other favorite brunch places.
3place	place	last time, the waiter told my roommate he'd have to charge her $5 for mushrooms as one of her omelette choices (never heard that at my other favorite brunch places.
3service	service	My date and I were both taken back by the lack of the friendly attitude from the owner of the restaurant.
2staff	staff	My date and I were both taken back by the lack of the friendly attitude from the owner of the restaurant.
1ambience	ambience	atmosphere is not that relaxing, if you go - you MUST bring a cell phone and go down the street for a drink.
2food	food	atmosphere is not that relaxing, if you go - you MUST bring a cell phone and go down the street for a drink.
1miscellaneous	miscellaneous	Everyone says that their round slice is no good, but the Sicilian is so good that I have never tried the round.
3food	food	Everyone says that their round slice is no good, but the Sicilian is so good that I have never tried the round.
2place	place	My party felt like we got put in a dining room for tourist, which must have been the penalty box area for the disgruntled wait staff on duty.
1staff	staff	My party felt like we got put in a dining room for tourist, which must have been the penalty box area for the disgruntled wait staff on duty.
1place	place	The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.
3service	service	The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.
2food	food	I recently went to this restaurant with some co-workers for lunch and had an amazing time.
3miscellaneous	miscellaneous	I recently went to this restaurant with some co-workers for lunch and had an amazing time.
3food	food	I felt that the meat had little flavor(ribs and chicken) and as result I had to use A ALOT of their bbq sauce (which is good) and the ribs were not falling of the bone.
1ambience	ambience	I felt that the meat had little flavor(ribs and chicken) and as result I had to use A ALOT of their bbq sauce (which is good) and the ribs were not falling of the bone.
3staff	staff	The server (Jasmine) checked up on us periodically and was patient as she explained certain menu items.
2food	food	The server (Jasmine) checked up on us periodically and was patient as she explained certain menu items.
1ambience	ambience	The decor in the dinin room is a bit bland, but the service is always friendly.
2place	place	The decor in the dinin room is a bit bland, but the service is always friendly.
3service	service	The decor in the dinin room is a bit bland, but the service is always friendly.
1menu	menu	I'd say the menu is generally below-average for the neighborhood, but if you want a burger, this is the place to go.
3food	food	I'd say the menu is generally below-average for the neighborhood, but if you want a burger, this is the place to go.
1service	service	The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.
2food	food	The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.
1staff	staff	Once seated we were greeted by a very rude waiter who threw menus at us and then snatched them away as we were ordering.
2menu	menu	Once seated we were greeted by a very rude waiter who threw menus at us and then snatched them away as we were ordering.
1food	food	The wine list is short and the wine glasses suck (not spigleau or riedel, in addition they are small for the big italian wines on the menu).
2menu	menu	The wine list is short and the wine glasses suck (not spigleau or riedel, in addition they are small for the big italian wines on the menu).
2food	food	It's a shame you can't even sample the food or sit in what is a very nice space.
3place	place	It's a shame you can't even sample the food or sit in what is a very nice space.
1staff	staff	If you don't care about the wait staff as long as they bring you your drinks and dinner, then go to Opa.
2food	food	If you don't care about the wait staff as long as they bring you your drinks and dinner, then go to Opa.
1place	place	Even though the place was more than half empty he refused to do so because we had already given our order to the waiter and a change of tables would cause too much confusion.
2staff	staff	Even though the place was more than half empty he refused to do so because we had already given our order to the waiter and a change of tables would cause too much confusion.
1miscellaneous	miscellaneous	Even though the place was more than half empty he refused to do so because we had already given our order to the waiter and a change of tables would cause too much confusion.
1food	food	The food wasn't overwhelming, but was very tasty, and the space wasn't overcrowded or obnoxious - the waiters and waitresses were attentive and helpful, but not obtrusive.
3place	place	The food wasn't overwhelming, but was very tasty, and the space wasn't overcrowded or obnoxious - the waiters and waitresses were attentive and helpful, but not obtrusive.
3staff	staff	The food wasn't overwhelming, but was very tasty, and the space wasn't overcrowded or obnoxious - the waiters and waitresses were attentive and helpful, but not obtrusive.
2food	food	Seemed like they got something wrong with every drink order Bartenders were def.
1staff	staff	Seemed like they got something wrong with every drink order Bartenders were def.
2place	place	A few times at the bar I felt as though the Sushi chef an older gentleman was laughing at me and my girlfriend.
1staff	staff	A few times at the bar I felt as though the Sushi chef an older gentleman was laughing at me and my girlfriend.
1price	price	Also, they upped their prices, so I have their old menu, and was surprised when my bill came to over $5 more than it used to (I know, not a huge deal).
2menu	menu	Also, they upped their prices, so I have their old menu, and was surprised when my bill came to over $5 more than it used to (I know, not a huge deal).
1service	service	They kept us waiting for more than an hour WITH a reservation and WITHOUT an apology.
2miscellaneous	miscellaneous	They kept us waiting for more than an hour WITH a reservation and WITHOUT an apology.
3staff	staff	Though the wait staff was attentive, when the raw (really, not al dente) potatoes were brought to our server's attention, she listened but didn't respond.
1food	food	Though the wait staff was attentive, when the raw (really, not al dente) potatoes were brought to our server's attention, she listened but didn't respond.
2miscellaneous	miscellaneous	An Egg like custard appetizer, a platter of different kinds of rolls made from: Lobster, Eel, Sword Fish, Trout, Blue Fin Tuna, Horse Mackerel, and Salmon Roe.
3food	food	An Egg like custard appetizer, a platter of different kinds of rolls made from: Lobster, Eel, Sword Fish, Trout, Blue Fin Tuna, Horse Mackerel, and Salmon Roe.
3staff	staff	Our waiter fast to get our drinks, aptz, and orders.
2food	food	Our waiter fast to get our drinks, aptz, and orders.
1service	service	Their service needs some work, but it is safe to say that you will enjoy the food.
3food	food	Their service needs some work, but it is safe to say that you will enjoy the food.
1ambience	ambience	Don't let the decor fool you because you will miss out in some of the best food you ever eaten.
3food	food	Don't let the decor fool you because you will miss out in some of the best food you ever eaten.
3price	price	worth every penny, and with the deals on the bar , you could drink and sing to CURRYoke all night,,,,
2place	place	worth every penny, and with the deals on the bar , you could drink and sing to CURRYoke all night,,,,
2food	food	worth every penny, and with the deals on the bar , you could drink and sing to CURRYoke all night,,,,
2food	food	I naively thought dinner was served during the show, but the waiters don't come by once the shows start, so order your wine 30 mins before the show start time.
2service	service	I naively thought dinner was served during the show, but the waiters don't come by once the shows start, so order your wine 30 mins before the show start time.
1staff	staff	I naively thought dinner was served during the show, but the waiters don't come by once the shows start, so order your wine 30 mins before the show start time.
3miscellaneous	miscellaneous	The Scene With three outposts around town, Sarabeth's Kitchen has become a well-known and reliable spot for casual dining at breakfast, lunch or dinner.
2place	place	The Scene With three outposts around town, Sarabeth's Kitchen has become a well-known and reliable spot for casual dining at breakfast, lunch or dinner.
2food	food	The Scene With three outposts around town, Sarabeth's Kitchen has become a well-known and reliable spot for casual dining at breakfast, lunch or dinner.
2food	food	We actually enjoy eating there earlier for lunch definatly a more relaxed atmosphere.
3ambience	ambience	We actually enjoy eating there earlier for lunch definatly a more relaxed atmosphere.
2food	food	In addition to the two rounds of drinks, the bartender and owner were a hoot.
3staff	staff	In addition to the two rounds of drinks, the bartender and owner were a hoot.
1staff	staff	When I got home, there was a message on the machine because the owner realized that our waitress forgot to charge us for our wine.
2food	food	When I got home, there was a message on the machine because the owner realized that our waitress forgot to charge us for our wine.
3service	service	We were seated promptly there were a few people waiting in the bar, but had ordered quickly been at the table less than 45 mins.
2place	place	We were seated promptly there were a few people waiting in the bar, but had ordered quickly been at the table less than 45 mins.
1staff	staff	The waitress could have been more specific when I asked for a wine suggestion.
2food	food	The waitress could have been more specific when I asked for a wine suggestion.
1staff	staff	The uptight female manager came up to our table and rudely asked us to get up because they had a party waiting to eat.
2service	service	The uptight female manager came up to our table and rudely asked us to get up because they had a party waiting to eat.
2food	food	However, didnt take too long to get drinks and the hostess seated us promptly.
3staff	staff	However, didnt take too long to get drinks and the hostess seated us promptly.
3price	price	The prices are decent for this type of food and dining experience.
2food	food	The prices are decent for this type of food and dining experience.
2miscellaneous	miscellaneous	The prices are decent for this type of food and dining experience.
3ambience	ambience	Interesting crowd for people watching - old school Italian music cranking - friendly Italian waitress brought us our wine garlic bread in no time.
