labels,key_words,review
GENERAL,3 place,I go and eat out at many different restaurants and this is one place you have go and try.
FOOD,3 food,This is my first time writing a review for a restaurant because the food and service was excellent.
QUALITY,3 food,This is my first time writing a review for a restaurant because the food and service was excellent.
FOOD,3 filet mignon dish,The filet mignon dish was superb!
QUALITY,3 filet mignon dish,The filet mignon dish was superb!
RESTAURANT,3 NEG,I would defiantly come back here again as one of my top choices.
GENERAL,3 NEG,I would defiantly come back here again as one of my top choices.
AMBIENCE,3 restaurant,It's a small cute restaurant.
GENERAL,3 restaurant,It's a small cute restaurant.
RESTAURANT,3 place,I absolutely love this place!!!
GENERAL,3 place,I absolutely love this place!!!
AMBIENCE,3 ambience,"I like the ambience, it's very dark and original."
GENERAL,3 ambience,"I like the ambience, it's very dark and original."
FOOD,3 sushi,The sushi is amazing!!! 
QUALITY,3 sushi,The sushi is amazing!!! 
FOOD,3 NEG,And amazingly cheap.
PRICES,3 NEG,And amazingly cheap.
RESTAURANT,3 NEG,Big thumbs up!
GENERAL,3 NEG,Big thumbs up!
AMBIENCE,3 ambient,Very affordable and excellent ambient!
GENERAL,3 ambient,Very affordable and excellent ambient!
FOOD,1 beef and noodle soup dishes,We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.
QUALITY,1 beef and noodle soup dishes,We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.
FOOD,1 NEG,We were very disappointed.
QUALITY,1 NEG,We were very disappointed.
FOOD,1 meal,We won't go to this place again for a good meal.
QUALITY,1 meal,We won't go to this place again for a good meal.
AMBIENCE,3 place,"However, I think this place is a good hang out spot."
GENERAL,3 place,"However, I think this place is a good hang out spot."
RESTAURANT,3 place,My Girlfriend and I stumbled onto this hopping place the other night and had a great time!
GENERAL,3 place,My Girlfriend and I stumbled onto this hopping place the other night and had a great time!
FOOD,3 Pizza,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.
QUALITY,3 Pizza,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.
AMBIENCE,3 NEG,It is one the nicest outdoor restaurants I have ever seen in NY--I am from Italy and this place rivals the ones in my country.
GENERAL,3 NEG,It is one the nicest outdoor restaurants I have ever seen in NY--I am from Italy and this place rivals the ones in my country.
RESTAURANT,3 NEG,"They tell me they are going to cover the garden in glass for the winter, so i'm looking forward to going there on a snowy night to enjoy it."
MISCELLANEOUS,3 NEG,"They tell me they are going to cover the garden in glass for the winter, so i'm looking forward to going there on a snowy night to enjoy it."
RESTAURANT,3 place,Check this place out!
GENERAL,3 place,Check this place out!
RESTAURANT,3 NEG,HIGHLY RECOMMENDED!!!!!
GENERAL,3 NEG,HIGHLY RECOMMENDED!!!!!
AMBIENCE,1 place,"First of all, this place is *not* romantic, as claimed by Citysearch's editorial review."
GENERAL,1 place,"First of all, this place is *not* romantic, as claimed by Citysearch's editorial review."
AMBIENCE,1 NEG,"Either that, or the editor's idea of romance must be sharing a conversation with the next table, while trying to speak louder than the traffic on 57th."
GENERAL,1 NEG,"Either that, or the editor's idea of romance must be sharing a conversation with the next table, while trying to speak louder than the traffic on 57th."
AMBIENCE,1 tables,"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced."
GENERAL,1 tables,"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced."
DRINKS,1 wines,Slightly above average wines start at $70+ with only one selection listed at $30+.
QUALITY,1 wines,Slightly above average wines start at $70+ with only one selection listed at $30+.
SERVICE,1 Service,Service is not what one would expect from a joint in this price category.
GENERAL,1 Service,Service is not what one would expect from a joint in this price category.
SERVICE,1 NEG,"For instance, plates were just dumped on the table, I was handed the wine list upside down, etc.... "
GENERAL,1 NEG,"For instance, plates were just dumped on the table, I was handed the wine list upside down, etc.... "
SERVICE,1 service,Somehow working the italian charm with constant mille grazie does not constitute proper service.
GENERAL,1 service,Somehow working the italian charm with constant mille grazie does not constitute proper service.
FOOD,3 food,"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora."
QUALITY,3 food,"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora."
FOOD,1 meals,Not one of our meals was edible - bland and/or made with weird rosemary or orange flavoring.
QUALITY,1 meals,Not one of our meals was edible - bland and/or made with weird rosemary or orange flavoring.
FOOD,1 Fish,Fish was overdone.
QUALITY,1 Fish,Fish was overdone.
SERVICE,3 wait staff,"Cute place, nice wait staff but would never go there again."
GENERAL,3 wait staff,"Cute place, nice wait staff but would never go there again."
FOOD,1 dessert,Someone else recommended the dessert - we also left that.
QUALITY,1 dessert,Someone else recommended the dessert - we also left that.
DRINKS,3 expresso,One of us actually liked the expresso - that's it.
QUALITY,3 expresso,One of us actually liked the expresso - that's it.
RESTAURANT,1 restaurant,"Skip this restaurant, it's a big disappointment."
GENERAL,1 restaurant,"Skip this restaurant, it's a big disappointment."
RESTAURANT,3 Myagi,Myagi is one of my favorite restaurants in the City; the place the negative reviews describe sound like they were somewhere else.
GENERAL,3 Myagi,Myagi is one of my favorite restaurants in the City; the place the negative reviews describe sound like they were somewhere else.
SERVICE,3 service,I've never had bad service and the fish is fresh and delicious.
GENERAL,3 service,I've never had bad service and the fish is fresh and delicious.
FOOD,3 tuna tartar appetizer,Their tuna tartar appetizer is to die for.
QUALITY,3 tuna tartar appetizer,Their tuna tartar appetizer is to die for.
FOOD,3 pizza,"I come from a family of pizzeria owners, and I'm almost ashamed to say that the pizza in Fornino's blows my families receipies away."
QUALITY,3 pizza,"I come from a family of pizzeria owners, and I'm almost ashamed to say that the pizza in Fornino's blows my families receipies away."
FOOD,3 NEG,It is simply amazing.
QUALITY,3 NEG,It is simply amazing.
SERVICE,3 service,The place is so cool and the service is prompt and curtious.
GENERAL,3 service,The place is so cool and the service is prompt and curtious.
RESTAURANT,3 place,I highly recommend to anyone to give this place a try.
GENERAL,3 place,I highly recommend to anyone to give this place a try.
RESTAURANT,3 NEG,You will find yourself returning quite often.
GENERAL,3 NEG,You will find yourself returning quite often.
FOOD,3 food,A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.
QUALITY,3 food,A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.
FOOD,3 food,No gimmicks here -- the food speaks for itself in its freshness and preparation.
QUALITY,3 food,No gimmicks here -- the food speaks for itself in its freshness and preparation.
AMBIENCE,3 dining room,The dining room is quietly elegant with no music to shout over -- how refreshing!
GENERAL,3 dining room,The dining room is quietly elegant with no music to shout over -- how refreshing!
SERVICE,3 service,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs."
GENERAL,3 service,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs."
FOOD,3 meal,"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen."
QUALITY,3 meal,"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen."
RESTAURANT,3 NEG,Beautiful experience.
GENERAL,3 NEG,Beautiful experience.
LOCATION,3 view,The view is breathtaking the service is top notch... the ambiance is wonderfull.
GENERAL,3 view,The view is breathtaking the service is top notch... the ambiance is wonderfull.
SERVICE,3 staff,The staff offers impeccable service.
GENERAL,3 staff,The staff offers impeccable service.
FOOD,3 Lobster Bisque,I had Lobster Bisque it has 2 oz. of Maine Lobster in it.
STYLE_OPTIONS,3 Lobster Bisque,I had Lobster Bisque it has 2 oz. of Maine Lobster in it.
FOOD,3 New England Chowder,My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.
QUALITY,3 New England Chowder,My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.
FOOD,3 NEG,It was divine melts in your mouth.
QUALITY,3 NEG,It was divine melts in your mouth.
FOOD,3 Prime Rib,My boyfriend had Prime Rib it was good .
QUALITY,3 Prime Rib,My boyfriend had Prime Rib it was good .
DRINKS,3 bottles of Korbett,We didn't want a bottle of bubbly on a weekday so we each got little bottles of Korbett it was just enough. 
STYLE_OPTIONS,3 bottles of Korbett,We didn't want a bottle of bubbly on a weekday so we each got little bottles of Korbett it was just enough. 
FOOD,3 NEG,It's cuz it's so good you need to taste it!!! 
QUALITY,3 NEG,It's cuz it's so good you need to taste it!!! 
RESTAURANT,3 NEG,All in all we're already coming up with excuses to go ahead really soon in the next few wks!!!!
GENERAL,3 NEG,All in all we're already coming up with excuses to go ahead really soon in the next few wks!!!!
FOOD,3 food,My wife and I ate here earlier this week and have not stopped ranting and raving about the food.
QUALITY,3 food,My wife and I ate here earlier this week and have not stopped ranting and raving about the food.
FOOD,3 chicken vindaloo,If you like spicy food get the chicken vindaloo.
QUALITY,3 chicken vindaloo,If you like spicy food get the chicken vindaloo.
FOOD,3 NEG,It's very spicy but not offensive.
QUALITY,3 NEG,It's very spicy but not offensive.
RESTAURANT,3 NEG,We will definitely go back.
GENERAL,3 NEG,We will definitely go back.
SERVICE,3 service,Go to Volare for 1st class service and terrific food.
GENERAL,3 service,Go to Volare for 1st class service and terrific food.
FOOD,3 portions,The portions are large and the servers always surprise us with a different starter.
STYLE_OPTIONS,3 portions,The portions are large and the servers always surprise us with a different starter.
DRINKS,3 wine list,The wine list is excellent.
STYLE_OPTIONS,3 wine list,The wine list is excellent.
FOOD,3 food,The food is amazing... especially if you get the Chef's tasting menu and your favourite bottle (or two!) of wine from an extensive selection of wines.
QUALITY,3 food,The food is amazing... especially if you get the Chef's tasting menu and your favourite bottle (or two!) of wine from an extensive selection of wines.
SERVICE,3 service,"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion."
GENERAL,3 service,"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion."
FOOD,1 food,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.
PRICES,1 food,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.
RESTAURANT,2 NEG,Please be aware that it's CASH or AMEX only!
MISCELLANEOUS,2 NEG,Please be aware that it's CASH or AMEX only!
FOOD,2 food,"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great."
QUALITY,2 food,"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great."
FOOD,1 menu,The menu is very limited - i think we counted 4 or 5 entrees.
STYLE_OPTIONS,1 menu,The menu is very limited - i think we counted 4 or 5 entrees.
FOOD,1 grilled branzino,"We ordered the special, grilled branzino, that was so infused with bone, it was difficult to eat."
QUALITY,1 grilled branzino,"We ordered the special, grilled branzino, that was so infused with bone, it was difficult to eat."
AMBIENCE,2 decor,"The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse."
GENERAL,2 decor,"The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse."
RESTAURANT,1 Prune,Problem is nothing at Prune is particularly memorable.
GENERAL,1 Prune,Problem is nothing at Prune is particularly memorable.
RESTAURANT,1 NEG,No plans to return anytime soon.
GENERAL,1 NEG,No plans to return anytime soon.
AMBIENCE,3 place,This place is so much fun.
GENERAL,3 place,This place is so much fun.
RESTAURANT,3 restaurant,Our family never expected such incredible entertainment in a restaurant.
GENERAL,3 restaurant,Our family never expected such incredible entertainment in a restaurant.
FOOD,3 food,Our food was great too!
QUALITY,3 food,Our food was great too!
FOOD,3 portions,And really large portions.
STYLE_OPTIONS,3 portions,And really large portions.
SERVICE,3 staff,The staff was the friendliest that have seen in New York.
GENERAL,3 staff,The staff was the friendliest that have seen in New York.
RESTAURANT,3 NEG,We will go back every time we are in the City.
GENERAL,3 NEG,We will go back every time we are in the City.
RESTAURANT,3 Jekyll and Hyde,If you want something really different than try Jekyll and Hyde.
GENERAL,3 Jekyll and Hyde,If you want something really different than try Jekyll and Hyde.
AMBIENCE,3 NEG,It is a lot of fun with live entertainment and all kinds of Disney type special effects.
GENERAL,3 NEG,It is a lot of fun with live entertainment and all kinds of Disney type special effects.
FOOD,3 food,The food was pretty tradional but it was hot and good with large portions.
QUALITY,3 food,The food was pretty tradional but it was hot and good with large portions.
RESTAURANT,3 NEG,I highly recommend it.
GENERAL,3 NEG,I highly recommend it.
AMBIENCE,3 place,The place is a lot of fun.
GENERAL,3 place,The place is a lot of fun.
RESTAURANT,3 NEG,My six year old loved it.
GENERAL,3 NEG,My six year old loved it.
AMBIENCE,3 characters,The characters really make for an enjoyable experience.
GENERAL,3 characters,The characters really make for an enjoyable experience.
FOOD,1 food,"The food however, is what one might expect."
QUALITY,1 food,"The food however, is what one might expect."
FOOD,1 NEG,It is very overpriced and not very tasty.
QUALITY,1 NEG,It is very overpriced and not very tasty.
RESTAURANT,3 Jeckll and Hydes,"However, I think Jeckll and Hydes t is one of those places that is fun to do once."
GENERAL,3 Jeckll and Hydes,"However, I think Jeckll and Hydes t is one of those places that is fun to do once."
RESTAURANT,3 NEG,We had a good time.
GENERAL,3 NEG,We had a good time.
SERVICE,1 NEG,Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.
GENERAL,1 NEG,Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.
SERVICE,1 Service,Service was slow had to wait to order and get food although not crowded.
GENERAL,1 Service,Service was slow had to wait to order and get food although not crowded.
DRINKS,1 Drinks,Drinks way over priced.
PRICES,1 Drinks,Drinks way over priced.
FOOD,2 Food,Food was good not great not worth the wait or another visit
QUALITY,2 Food,Food was good not great not worth the wait or another visit
FOOD,3 pizza,Great pizza for lunch place.
QUALITY,3 pizza,Great pizza for lunch place.
SERVICE,3 Service,Service was quick.
GENERAL,3 Service,Service was quick.
FOOD,3 pizza,The pizza was great.
QUALITY,3 pizza,The pizza was great.
SERVICE,3 NEG,And it was quick which is very important.
GENERAL,3 NEG,And it was quick which is very important.
DRINKS,3 iced tea,Have the iced tea.
QUALITY,3 iced tea,Have the iced tea.
DRINKS,3 NEG,It was wonderful.
QUALITY,3 NEG,It was wonderful.
FOOD,3 fish,"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service."
QUALITY,3 fish,"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service."
SERVICE,3 Delivery,Delivery is fast too.
GENERAL,3 Delivery,Delivery is fast too.
SERVICE,3 service,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi."
GENERAL,3 service,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi."
FOOD,1 NEG,A little overpriced but worth it once you take a bite.
PRICES,1 NEG,A little overpriced but worth it once you take a bite.
FOOD,3 bagel,Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.
QUALITY,3 bagel,Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.
FOOD,3 bagels,"The bagels always warm, soft on the inside, crispy on the outside and enormous in size."
QUALITY,3 bagels,"The bagels always warm, soft on the inside, crispy on the outside and enormous in size."
FOOD,3 salads,They have a huge selection of different cream cheeses and all of their salads are great.
QUALITY,3 salads,They have a huge selection of different cream cheeses and all of their salads are great.
FOOD,3 lox,The lox is always fresh too.
QUALITY,3 lox,The lox is always fresh too.
RESTAURANT,3 NEG,Highly recommended to all!
GENERAL,3 NEG,Highly recommended to all!
FOOD,1 food,Not impressed with the food.
QUALITY,1 food,Not impressed with the food.
RESTAURANT,1 resturant,Prices too high for this cramped and unappealing resturant.
PRICES,1 resturant,Prices too high for this cramped and unappealing resturant.
AMBIENCE,1 ambiance,Zero ambiance to boot.
GENERAL,1 ambiance,Zero ambiance to boot.
RESTAURANT,1 place,I thought this place was totally overrated.
GENERAL,1 place,I thought this place was totally overrated.
RESTAURANT,2 NEG,Everything we had was good or ok....but definitely nothing great.
GENERAL,2 NEG,Everything we had was good or ok....but definitely nothing great.
AMBIENCE,3 ambience,"The ambience was nice, but service wasn't so great."
GENERAL,3 ambience,"The ambience was nice, but service wasn't so great."
RESTAURANT,1 NEG,"When you add it all together, it just doesn't seem worth it to me...especially considering the prices."
GENERAL,1 NEG,"When you add it all together, it just doesn't seem worth it to me...especially considering the prices."
RESTAURANT,3 Shabu-Shabu Restaurant,This is the BEST Shabu-Shabu Restaurant in the Try-State Area.
GENERAL,3 Shabu-Shabu Restaurant,This is the BEST Shabu-Shabu Restaurant in the Try-State Area.
FOOD,3 food,I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.
QUALITY,3 food,I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.
FOOD,3 Shabu-Shabu,Thius is a must for anyone who loves Shabu-Shabu.
QUALITY,3 Shabu-Shabu,Thius is a must for anyone who loves Shabu-Shabu.
AMBIENCE,3 atmosphere,"The atmosphere is nothing special, but it feels like a Sushi establishment in Tokyo."
GENERAL,3 atmosphere,"The atmosphere is nothing special, but it feels like a Sushi establishment in Tokyo."
RESTAURANT,3 owner,The owner and staff are all Japanese as well and that adds to the entire ambiance.
MISCELLANEOUS,3 owner,The owner and staff are all Japanese as well and that adds to the entire ambiance.
FOOD,1 menu,"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art."
STYLE_OPTIONS,1 menu,"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art."
RESTAURANT,3 NEG,I must give it Yon out of Yon stars!
GENERAL,3 NEG,I must give it Yon out of Yon stars!
FOOD,3 Taxan,Taxan delicious!
QUALITY,3 Taxan,Taxan delicious!
RESTAURANT,3 NEG,"This restaurant was recommended by a local...as a matter of fact, he made the reservation for us and said we would not be disappointed!"
GENERAL,3 NEG,"This restaurant was recommended by a local...as a matter of fact, he made the reservation for us and said we would not be disappointed!"
RESTAURANT,3 NEG,The prices were CHEAP compared to the quality of service and food.
PRICES,3 NEG,The prices were CHEAP compared to the quality of service and food.
RESTAURANT,3 NEG,"We liked it so much, that we will always make it a point to dine here when we visit New York."
GENERAL,3 NEG,"We liked it so much, that we will always make it a point to dine here when we visit New York."
LOCATION,2 location,The location and ambience is Ok but the food is what makes up for it.
GENERAL,2 location,The location and ambience is Ok but the food is what makes up for it.
FOOD,3 NEG,There is a lot of variety even for people who eat vegetarian like me.
STYLE_OPTIONS,3 NEG,There is a lot of variety even for people who eat vegetarian like me.
FOOD,3 green curry with vegetables,Try green curry with vegetables.
QUALITY,3 green curry with vegetables,Try green curry with vegetables.
FOOD,3 NEG,"The quantity is also very good, you will come out satisfied."
STYLE_OPTIONS,3 NEG,"The quantity is also very good, you will come out satisfied."
SERVICE,2 service,"The service is ok, some of the people didn't get what they asked for."
GENERAL,2 service,"The service is ok, some of the people didn't get what they asked for."
RESTAURANT,3 NEG,I was there on sat. for my birthday and we had an excellent time.
GENERAL,3 NEG,I was there on sat. for my birthday and we had an excellent time.
FOOD,3 ravioli,I had the best ravioli ever.
QUALITY,3 ravioli,I had the best ravioli ever.
DRINKS,3 wine,The wine the service was very good too.
QUALITY,3 wine,The wine the service was very good too.
RESTAURANT,2 NEG,Moderate prices.
PRICES,2 NEG,Moderate prices.
AMBIENCE,2 NEG,A little noise but I think that was because of our party!
GENERAL,2 NEG,A little noise but I think that was because of our party!
AMBIENCE,3 trattoria,This quaint and romantic trattoria is at the top of my Manhattan restaurant list.
GENERAL,3 trattoria,This quaint and romantic trattoria is at the top of my Manhattan restaurant list.
FOOD,3 food,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment."
QUALITY,3 food,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment."
FOOD,3 parmesean porcini souffle,"Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite."
QUALITY,3 parmesean porcini souffle,"Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite."
AMBIENCE,3 candle-light,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate."
GENERAL,3 candle-light,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate."
RESTAURANT,3 NEG,A guaranteeed delight!
GENERAL,3 NEG,A guaranteeed delight!
FOOD,3 food,"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices."
QUALITY,3 food,"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices."
FOOD,3 marinara/arrabiatta sauce,"If you go, try the marinara/arrabiatta sauce, the mozzarella en Carozza is mmmmmmmm..... everything is just delicious."
QUALITY,3 marinara/arrabiatta sauce,"If you go, try the marinara/arrabiatta sauce, the mozzarella en Carozza is mmmmmmmm..... everything is just delicious."
AMBIENCE,3 back room,Check out the secret back room.
GENERAL,3 back room,Check out the secret back room.
RESTAURANT,3 NEG,I pray it stays open forever.
GENERAL,3 NEG,I pray it stays open forever.
RESTAURANT,3 Emilio,Thank You Emilio.
GENERAL,3 Emilio,Thank You Emilio.
FOOD,3 food,"I found the food, service and value exceptional everytime I have been there."
QUALITY,3 food,"I found the food, service and value exceptional everytime I have been there."
FOOD,3 food,The food was authentic.
QUALITY,3 food,The food was authentic.
FOOD,3 NEG,I felt as though I were eating in Paris.
QUALITY,3 NEG,I felt as though I were eating in Paris.
SERVICE,3 service,The service was excellent - friendly and attentive.
GENERAL,3 service,The service was excellent - friendly and attentive.
RESTAURANT,3 NEG,The prices are wonderfully low.
PRICES,3 NEG,The prices are wonderfully low.
DRINKS,3 wine choices,Very good wine choices.
STYLE_OPTIONS,3 wine choices,Very good wine choices.
FOOD,3 pizza,Who has room for Cheesesticks with the best pizza in NYC!
QUALITY,3 pizza,Who has room for Cheesesticks with the best pizza in NYC!
FOOD,3 pepperoni,Get the pepperoni - YUM - and a family style salad.
QUALITY,3 pepperoni,Get the pepperoni - YUM - and a family style salad.
SERVICE,3 staff,Great staff.
GENERAL,3 staff,Great staff.
SERVICE,3 service,Always great service!
GENERAL,3 service,Always great service!
RESTAURANT,3 NEG,I go twice a month!
GENERAL,3 NEG,I go twice a month!
RESTAURANT,3 NEG,Fantastic!
GENERAL,3 NEG,Fantastic!
FOOD,3 food,"The food is good, I can't lie."
QUALITY,3 food,"The food is good, I can't lie."
SERVICE,1 staff,But the staff was so horrible to us.
GENERAL,1 staff,But the staff was so horrible to us.
SERVICE,1 hostess,The hostess and the waitress were incredibly rude and did everything they could to rush us out.
GENERAL,1 hostess,The hostess and the waitress were incredibly rude and did everything they could to rush us out.
SERVICE,1 waitress,We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.
GENERAL,1 waitress,We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.
RESTAURANT,1 place,"This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price."
PRICES,1 place,"This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price."
RESTAURANT,1 NEG,Save yourself the time and trouble and skip this one!
GENERAL,1 NEG,Save yourself the time and trouble and skip this one!
RESTAURANT,2 Amma,Amma is nothing special.
GENERAL,2 Amma,Amma is nothing special.
FOOD,1 dishes,I ate here a week ago and found most dishes average at best and too expensive.
QUALITY,1 dishes,I ate here a week ago and found most dishes average at best and too expensive.
RESTAURANT,1 NEG,Will not be back.
GENERAL,1 NEG,Will not be back.
FOOD,1 vegetarian dishes,"Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections."
QUALITY,1 vegetarian dishes,"Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections."
AMBIENCE,3 Decor,Decor is nice though service can be spotty.
GENERAL,3 Decor,Decor is nice though service can be spotty.
RESTAURANT,2 place,This place is always packed.
MISCELLANEOUS,2 place,This place is always packed.
FOOD,3 food,"Most importantly, food is excellent."
QUALITY,3 food,"Most importantly, food is excellent."
FOOD,3 sea bass,Try the sea bass.
QUALITY,3 sea bass,Try the sea bass.
RESTAURANT,3 NEG,Highly recommended.
GENERAL,3 NEG,Highly recommended.
FOOD,3 Dal Bukhara,First of all Dal Bukhara Rocks.
QUALITY,3 Dal Bukhara,First of all Dal Bukhara Rocks.
FOOD,3 food,I am happy i did the food was awsome.
QUALITY,3 food,I am happy i did the food was awsome.
FOOD,3 NEG,JUST AWSOME.
QUALITY,3 NEG,JUST AWSOME.
FOOD,3 kababs,and yes Dal Bukhara is so dam good and so are all the kababs.
QUALITY,3 kababs,and yes Dal Bukhara is so dam good and so are all the kababs.
RESTAURANT,3 NEG,but overall i give it a 10
GENERAL,3 NEG,but overall i give it a 10
RESTAURANT,3 NEG,10
GENERAL,3 NEG,10
RESTAURANT,1 Haru on Park S,Haru on Park S is simply disgusting.
GENERAL,1 Haru on Park S,Haru on Park S is simply disgusting.
FOOD,1 fish,The fish was not fresh and the rice tasted old and stale.
QUALITY,1 fish,The fish was not fresh and the rice tasted old and stale.
FOOD,1 sushi,"Quite frankly, this is some of the worst sushi I have ever tried."
QUALITY,1 sushi,"Quite frankly, this is some of the worst sushi I have ever tried."
RESTAURANT,1 NEG,Will never be back.
GENERAL,1 NEG,Will never be back.
FOOD,1 sushi,honestly the worst sushi my husband and i had in our entire lives.
QUALITY,1 sushi,honestly the worst sushi my husband and i had in our entire lives.
RESTAURANT,1 restaurant,not sure why this restaurant would be rated that highly.
GENERAL,1 restaurant,not sure why this restaurant would be rated that highly.
FOOD,1 all-u-can-eat sushi,the all-u-can-eat sushi is definitely in very poor quality.
QUALITY,1 all-u-can-eat sushi,the all-u-can-eat sushi is definitely in very poor quality.
FOOD,1 menu,"limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice. "
STYLE_OPTIONS,1 menu,"limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice. "
FOOD,1 soy sauce,"the only things u could really taste are the very salty soy sauce (even its low sodium), the vinegar-soaked rice, and the scallion on top of the fish. "
QUALITY,1 soy sauce,"the only things u could really taste are the very salty soy sauce (even its low sodium), the vinegar-soaked rice, and the scallion on top of the fish. "
SERVICE,3 waitstaffs,the waitstaffs are nice though.
GENERAL,3 waitstaffs,the waitstaffs are nice though.
RESTAURANT,1 NEG,wont come back again for sure!
GENERAL,1 NEG,wont come back again for sure!
RESTAURANT,1 Roth's,I have been to Roth's twice and both times were very disappointing.
GENERAL,1 Roth's,I have been to Roth's twice and both times were very disappointing.
SERVICE,1 service,"Both times I was extremely dissappointed by the service, which was boarderline rude."
GENERAL,1 service,"Both times I was extremely dissappointed by the service, which was boarderline rude."
SERVICE,1 NEG,They wouldnt even let me finish my glass of wine before offering another.
GENERAL,1 NEG,They wouldnt even let me finish my glass of wine before offering another.
SERVICE,1 NEG,Much of the time it seems like they do not care about you.
GENERAL,1 NEG,Much of the time it seems like they do not care about you.
FOOD,1 dinner,"The dinner was ok, nothing I would have again."
QUALITY,1 dinner,"The dinner was ok, nothing I would have again."
FOOD,1 eggs benedict,"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was."
QUALITY,1 eggs benedict,"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was."
RESTAURANT,3 NEG,This was a great surprise.
GENERAL,3 NEG,This was a great surprise.
FOOD,3 meal,With the theater 2 blocks away we had a delicious meal in a beautiful room.
QUALITY,3 meal,With the theater 2 blocks away we had a delicious meal in a beautiful room.
SERVICE,3 service,The service was attentive.
GENERAL,3 service,The service was attentive.
RESTAURANT,3 NEG,I look forward to eating here again
GENERAL,3 NEG,I look forward to eating here again
RESTAURANT,3 Planet Thai,Planet Thai is great!
GENERAL,3 Planet Thai,Planet Thai is great!
FOOD,3 food,"We love the food, drinks, and atmosphere!"
QUALITY,3 food,"We love the food, drinks, and atmosphere!"
